"","pr_land_cover_Year","pr_Treatment","pr_Croptype","pr_yield_control_kgha","pr_yield_treatm_kgha","pr_yield_control_kgha_sd","pr_yield_treatm_kgha_sd","pr_yield_control_kgha_n","pr_yield_treatm_kgha_n","DatasetID","Source","Country","SiteRegion","QualityOfDataPoint","pr_pub_Year","pr_Longitude","pr_Latitude","nat.hab.1000","nat.hab.2000","nat.hab.5000","nat.hab.wo.grass.1000","nat.hab.wo.grass.2000","nat.hab.wo.grass.5000","cropland.1000","cropland.2000","cropland.5000","crop.peri.area.ratio.1000","crop.peri.area.ratio.2000","crop.peri.area.ratio.5000","crop.edgelength.1000","crop.edgelength.2000","crop.edgelength.5000","inert.1000","inert.2000","inert.5000"
"289",2001,"Super Absorbent Polymer (SAP)","Wheat",8750,9187.5,176.776695296637,441.941738241592,2,2,"D652","44","China",NA,NA,2008,108.002401,34.305574,0.000648866,0.000648866,0.000648866,0.000514595,0.000514595,0.000514595,0.867858923,0.867858923,0.867858923,8.69423053332906,31.965931349914,279.792694724654,75021.11618,275828.8776,2414286.138007,0.131492211,0.131492211,0.131492211
"292",2011,"Super Absorbent Polymer (SAP)","Wheat",9787.4,11394.0211111111,0,989.876144151939,9,9,"D652","46","China",NA,NA,2018,115.533,37.6,0.170286773,0.170286773,0.170286773,0.166450448,0.166450448,0.166450448,0.733970183,0.733970183,0.733970183,1.83024843721081,18.5191354367916,217.653590929756,13366.154679,135243.7318,1589506.3772,0.095743044,0.095743044,0.095743044
"293",2013,"Cover crops","Maize",2880,3187.5,0,421.38377485884,8,8,"D473","47","Brazil",NA,NA,2020,-50.503278,-27.273367,0.920407009,0.920407009,0.920407009,0.861987534,0.861987534,0.861987534,0.071292866,0.071292866,0.071292866,20.3394381640529,57.6855535843468,447.492357408723,14396.874339,40831.593254,316748.73147,0.00830012499999999,0.00830012499999999,0.00830012499999999
"294",2000,"Super Absorbent Polymer (SAP)","Wheat",2801,3242.97222222222,201.806984080159,258.692326463778,18,18,"D652","47","China",NA,NA,2007,113.504939,34.138869,0.003657816,0.003657816,0.003657816,0.001808087,0.001808087,0.001808087,0.721911362,0.721911362,0.721911362,12.7056249381734,52.5728641598421,333.366051080681,91193.564797,377337.35394,2392707.06701,0.274430822,0.274430822,0.274430822
"296",2010,"Super Absorbent Polymer (SAP)","Maize",8908.2,8916.5,NA,NA,1,1,"D652","48","China",NA,NA,2017,120.366564,37.44765,0.017729688,0.017729688,0.017729688,0.009039519,0.009039519,0.009039519,0.80569092,0.80569092,0.80569092,9.15234960841114,48.5910832004442,327.943036763965,73368.115736,389521.42002,2628894.6233,0.176579392,0.176579392,0.176579392
"297",2010,"Super Absorbent Polymer (SAP)","Wheat",9194.6,9981.7,NA,NA,1,1,"D652","48","China",NA,NA,2017,120.366564,37.44765,0.017729688,0.017729688,0.017729688,0.009039519,0.009039519,0.009039519,0.80569092,0.80569092,0.80569092,9.15234960841114,48.5910832004442,327.943036763965,73368.115736,389521.42002,2628894.6233,0.176579392,0.176579392,0.176579392
"298",2009,"Cover crops","Maize",7800,9000,0,754.983443527075,3,3,"D473","49","Brazil",NA,NA,2016,-51.216633,-27.388655,0.405717976,0.405717976,0.405717976,0.356942081,0.356942081,0.356942081,0.508425474,0.508425474,0.508425474,9.8307394172489,36.9720353230379,287.486580211237,49625.118997,186633.128455,1451218.99254,0.08585655,0.08585655,0.08585655
"299",2000,"Super Absorbent Polymer (SAP)","Wheat",2329.5,2519.8125,0,118.788743679694,4,4,"D652","49","China",NA,NA,2007,104.1,35.9,0.176346857,0.176346857,0.176346857,1.462e-05,1.462e-05,1.462e-05,0.754035889,0.754035889,0.754035889,18.4237594027599,72.48221943795,465.151781382824,138173.77308,543599.2471468,3488526.7052999,0.0696172540000001,0.0696172540000001,0.0696172540000001
"301",2003,"Super Absorbent Polymer (SAP)","Wheat",3354.2,4408.33333333333,0,546.79869543858,3,3,"D652","5","China",NA,NA,2010,113.273774,34.203154,0.022057826,0.022057826,0.022057826,0.008530259,0.008530259,0.008530259,0.851244394,0.851244394,0.851244394,7.17541642289486,43.8913245757328,322.673183372752,60729.883946,371478.795184,2730978.0818,0.12669778,0.12669778,0.12669778
"302",2008,"Cover crops","Maize",3300,6300,NA,NA,1,1,"D473","50","Sweden",NA,NA,2015,17.65,59.82,0.490366718,0.490366718,0.490366718,0.490366718,0.490366718,0.490366718,0.314185896,0.314185896,0.314185896,53.1658129656777,134.219119802539,747.035420094155,167040.20919,421699.3703,2347090.092,0.195447386,0.195447386,0.195447386
"303",2005,"Super Absorbent Polymer (SAP)","Wheat",6566.72,6619.19,NA,NA,1,1,"D652","50","China",NA,NA,2012,102.867,37.867,0.232381701,0.232381701,0.232381701,0.042185627,0.042185627,0.042185627,0.680472424,0.680472424,0.680472424,10.7857064392029,44.8246670710585,333.605295702425,73030.5630168,303510.084545,2258858.3054681,0.087145875,0.087145875,0.087145875
"305",2004,"Super Absorbent Polymer (SAP)","Wheat",4398.025,4885.2625,109.917615252775,161.866002232005,8,8,"D652","51","China",NA,NA,2011,113.05,33.983333,0.009476613,0.009476613,0.009476613,0.001376823,0.001376823,0.001376823,0.840125052,0.840125052,0.840125052,6.66142664235533,32.8591028560541,254.260099683443,55639.4020458,274454.847712,2123701.22348,0.150398335,0.150398335,0.150398335
"306",2011,"Cover crops","Maize",7970,7880,0,636.396103067893,2,2,"D473","52","USA",NA,NA,2018,-88.44,35.54,0.960288862,0.960288862,0.960288862,0.882980891,0.882980891,0.882980891,0.037297214,0.037297214,0.037297214,2.2572418634515,31.0843062302259,583.592641761291,837.286526,11530.20914508,216474.03565,0.00241392400000007,0.00241392400000007,0.00241392400000007
"307",2015,"Super Absorbent Polymer (SAP)","Wheat",362.25,393.75,24.3087775642188,7.63216876123687,4,4,"D652","52","China",NA,NA,2022,104.606689,35.47625,0.246220413,0.246220413,0.246220413,0.000295021,0.000295021,0.000295021,0.747850689,0.747850689,0.747850689,15.8286580365457,61.6281433645731,481.932412215765,117729.3336563,458373.6812075,3584484.6497118,0.00592889800000007,0.00592889800000007,0.00592889800000007
"308",2003,"Cover crops","Maize",8340,10100,NA,NA,1,1,"D473","53","USA",NA,NA,2010,-81.8,40.367,0.777519349,0.777519349,0.777519349,0.564439248,0.564439248,0.564439248,0.218116474,0.218116474,0.218116474,16.3457854313286,69.1521498571839,686.053271091235,35496.7182701,150171.699706,1489842.123801,0.00436417700000002,0.00436417700000002,0.00436417700000002
"309",2004,"Super Absorbent Polymer (SAP)","Wheat",4200,4999,738.287206986549,171.257116640448,3,3,"D652","53","China",NA,NA,2011,113.05,33.983333,0.009476613,0.009476613,0.009476613,0.001376823,0.001376823,0.001376823,0.840125052,0.840125052,0.840125052,6.66142664235533,32.8591028560541,254.260099683443,55639.4020458,274454.847712,2123701.22348,0.150398335,0.150398335,0.150398335
"312",2004,"Super Absorbent Polymer (SAP)","Wheat",4401,5188.33333333333,0,375.124334943318,6,6,"D652","55","China",NA,NA,2011,118.098114,36.95915,0.002419635,0.002419635,0.002419635,0.000916063,0.000916063,0.000916063,0.674196118,0.674196118,0.674196118,0.720060489805318,40.8771676409426,416.437753907443,4829.6005946,274171.9563,2793137.5938,0.323384247,0.323384247,0.323384247
"314",2001,"Super Absorbent Polymer (SAP)","Wheat",6000.3,7219.575,0,29.8045508270127,2,2,"D652","56","China",NA,NA,2008,117.831757,37.700283,0.036456012,0.036456012,0.036456012,0.019939289,0.019939289,0.019939289,0.871403623,0.871403623,0.871403623,8.52774016000673,30.5604790734147,226.271617064768,73940.811845,264978.36363,1961915.6716,0.092140365,0.092140365,0.092140365
"315",2013,"Cover crops","Maize",12550,11800,919.238815542512,1131.37084989848,2,2,"D473","57","USA",NA,NA,2020,-92.214781,38.893556,0.73731011,0.73731011,0.73731011,0.356733827,0.356733827,0.356733827,0.230481686,0.230481686,0.230481686,43.5260487124693,137.017663457314,570.72486972451,99847.0224507,314313.0636493,1309220.123724,0.032208204,0.032208204,0.032208204
"316",2011,"Super Absorbent Polymer (SAP)","Wheat",2614.5,2890.475,0,135.253844677333,4,4,"D652","57","China",NA,NA,2018,107.554041,35.07419,0.395411736,0.395411736,0.395411736,0.16980851,0.16980851,0.16980851,0.586847112,0.586847112,0.586847112,15.908117321138,57.9514466483891,476.404123895946,92837.43372808,338196.122084,2780224.42173,0.0177411519999999,0.0177411519999999,0.0177411519999999
"318",2009,"Super Absorbent Polymer (SAP)","Wheat",4350.2,5128.1,NA,NA,1,1,"D652","58","China",NA,NA,2016,117.1166,36.05,0.072431859,0.072431859,0.072431859,0.047156099,0.047156099,0.047156099,0.71664755,0.71664755,0.71664755,8.71975812864749,52.3255865074616,467.052691598249,62155.903921,372985.58969,3329230.2145,0.210920591,0.210920591,0.210920591
"319",2015,"Cover crops","Maize",8060,7280,608.111831820431,593.969696196701,2,2,"D473","59","USA",NA,NA,2022,-89.804444,33.983611,0.975276905,0.975276905,0.975276905,0.926902222,0.926902222,0.926902222,0.024011497,0.024011497,0.024011497,31.7752464426152,42.9192774349619,596.263824995549,7585.4660078,10245.7968548,142341.586063,0.00071159799999998,0.00071159799999998,0.00071159799999998
"320",2011,"Super Absorbent Polymer (SAP)","Wheat",5416.2,5204.625,742.5,721.591215647752,4,4,"D652","59","China",NA,NA,2018,116.632717,33.223939,0.013294941,0.013294941,0.013294941,0.012370683,0.012370683,0.012370683,0.855444968,0.855444968,0.855444968,6.2866581999466,41.5870267041716,350.586599107298,53458.1836425,353632.540531,2981190.03795,0.131260091,0.131260091,0.131260091
"321",2001,"Cover crops","Maize",4675,5780,342.580079851574,345.189159093323,10,10,"D473","6","Brazil",NA,NA,2008,-52.683333,-26.116667,0.461537992,0.461537992,0.461537992,0.387275442,0.387275442,0.387275442,0.531471888,0.531471888,0.531471888,4.96793653661277,21.9720957556602,192.828154368652,26208.4792795,115914.366477,1017269.97739,0.00699011999999999,0.00699011999999999,0.00699011999999999
"322",2004,"Super Absorbent Polymer (SAP)","Wheat",3243.1,4206.5,0,361.300664267311,3,3,"D652","6","China",NA,NA,2011,113.273774,34.203154,0.021603112,0.021603112,0.021603112,0.008471095,0.008471095,0.008471095,0.84991434,0.84991434,0.84991434,7.58696755949562,43.5288807751755,327.04101427921,64112.758063,367835.578577,2763620.80907,0.128482548,0.128482548,0.128482548
"324",2015,"Cover crops","Maize",9400,9300,0,424.264068711929,4,4,"D473","61","Italy",NA,NA,2022,10.30125,44.672306,0.093602518,0.093602518,0.093602518,0.070904081,0.070904081,0.070904081,0.816612913,0.816612913,0.816612913,7.72012033587548,46.5553000774422,334.204685945898,62830.9896529,378895.07549,2719959.0487,0.089784569,0.089784569,0.089784569
"325",2000,"Super Absorbent Polymer (SAP)","Wheat",7300,7383.33333333333,262.90682760248,301.838809079725,6,6,"D652","61","China",NA,NA,2007,117.15,36.166,0.021190521,0.021190521,0.021190521,0.003976299,0.003976299,0.003976299,0.518519597,0.518519597,0.518519597,27.0209636719154,73.1295521522646,573.062899324987,139364.16872,377175.26911,2955647.1619,0.460289882,0.460289882,0.460289882
"326",2006,"Super Absorbent Polymer (SAP)","Wheat",4423.85,5382.01666666667,1304.07263716405,1256.2250426045,6,6,"D652","62","China",NA,NA,2013,107.033,40.4,0.15126811,0.15126811,0.15126811,0.149897781,0.149897781,0.149897781,0.706570792,0.706570792,0.706570792,14.0796990464338,57.1200322451405,422.2446476303,99047.77968,401827.64919,2970404.0329,0.142161098,0.142161098,0.142161098
"327",2000,"Super Absorbent Polymer (SAP)","Wheat",4880,5410,NA,NA,1,1,"D652","63","China",NA,NA,2005,105.015855,34.671092,0.158673381,0.158673381,0.158673381,0.029173172,0.029173172,0.029173172,0.806217649,0.806217649,0.806217649,9.1923870582528,41.785928552521,367.420108021608,73690.987694,334977.88194,2945431.96312,0.03510897,0.03510897,0.03510897
"328",2001,"Super Absorbent Polymer (SAP)","Wheat",4933.5,5863.5,NA,NA,1,1,"D652","64","China",NA,NA,2008,116.92903,38.936,0.039362086,0.039362086,0.039362086,0.029271237,0.029271237,0.029271237,0.682184266,0.682184266,0.682184266,0.559102936840863,15.4254806698104,359.538129527613,3796.147306,104734.5542832,2441159.95799,0.278453648,0.278453648,0.278453648
"329",2001,"Super Absorbent Polymer (SAP)","Wheat",4156.5,4311.75,1098.84393796389,476.23641712914,2,2,"D652","65","China",NA,NA,2008,116.92903,38.936,0.039362086,0.039362086,0.039362086,0.029271237,0.029271237,0.029271237,0.682184266,0.682184266,0.682184266,0.559102936840863,15.4254806698104,359.538129527613,3796.147306,104734.5542832,2441159.95799,0.278453648,0.278453648,0.278453648
"330",2006,"Super Absorbent Polymer (SAP)","Wheat",8029,8756.9,NA,NA,1,1,"D652","68","China",NA,NA,2013,114.018602,33.589875,0.023173641,0.023173641,0.023173641,0.021663054,0.021663054,0.021663054,0.41148574,0.41148574,0.41148574,7.47195724724283,58.8338921395407,659.196307443331,30564.8316592,240666.260472,2696512.23912,0.565340619,0.565340619,0.565340619
"331",2003,"Super Absorbent Polymer (SAP)","Wheat",6172.5,6865.5,NA,NA,1,1,"D652","69","China",NA,NA,2010,113.835933,34.563848,0.02081874,0.02081874,0.02081874,0.001048426,0.001048426,0.001048426,0.817796883,0.817796883,0.817796883,10.1263615865048,43.5378396970681,373.984750041657,82343.011332,354030.102216,3041075.5381,0.161384377,0.161384377,0.161384377
"332",2001,"Cover crops","Maize",14300,15600,NA,NA,1,1,"D473","7","USA",NA,NA,2008,-84.28,42.43,0.446936419,0.446936419,0.446936419,0.404999055,0.404999055,0.404999055,0.547489934,0.547489934,0.547489934,7.54050873867963,36.4650457358948,291.722435519989,41122.7085807,198864.758486,1590929.35478,0.00557364700000007,0.00557364700000007,0.00557364700000007
"333",2005,"Super Absorbent Polymer (SAP)","Wheat",5492.5,6440,325,410.852771683483,4,4,"D652","7","China",NA,NA,2012,107.033,40.4,0.144823433,0.144823433,0.144823433,0.142660961,0.142660961,0.142660961,0.67800755,0.67800755,0.67800755,13.7202711763561,55.2256949166113,442.705525899856,92617.477502,372796.17077,2988444.5109,0.177169017,0.177169017,0.177169017
"334",2004,"Super Absorbent Polymer (SAP)","Wheat",3028.75,3586.25,974.039591084469,903.328912965814,2,2,"D652","71","China",NA,NA,2011,113.80761,35.168234,0.002892295,0.002892295,0.002892295,0.00174111,0.00174111,0.00174111,0.745592594,0.745592594,0.745592594,17.0686962571107,53.5426143400112,364.517771030566,126557.720127,396997.58543,2702756.9858,0.251515111,0.251515111,0.251515111
"335",1985,"Super Absorbent Polymer (SAP)","Wheat",4989,5331,NA,NA,1,1,"D652","72","China",NA,NA,1993,108.134448,34.267063,0.010120621,0,0,0.006210334,0,0,0.920448106,0,0,7.02212661762882,NA,NA,64263.162,0,0,0.069431273,1,1
"336",2004,"Super Absorbent Polymer (SAP)","Wheat",3648.51,4212.385625,313.432796241874,726.169719656672,16,16,"D652","73","China",NA,NA,2011,114.32,34.8,0.024139861,0.024139861,0.024139861,0.015186549,0.015186549,0.015186549,0.379741036,0.379741036,0.379741036,1.29945868595509,24.6540174004962,709.280826779563,4906.7949267,93094.308277,2678265.6502,0.596119103,0.596119103,0.596119103
"337",2013,"Super Absorbent Polymer (SAP)","Wheat",6311.55,6680.1375,0,355.267674613101,4,4,"D652","74","China",NA,NA,2020,120.41,36.03,0.844630958,0.844630958,0.844630958,0.843445531,0.843445531,0.843445531,0.02053357,0.02053357,0.02053357,0,0,1215.49589735741,0,0,248245.539849,0.134835472,0.134835472,0.134835472
"338",2013,"Super Absorbent Polymer (SAP)","Wheat",6392.3,6770,863.0945371163,787.999796954288,2,2,"D652","75","China",NA,NA,2020,118.101976,37.580997,0.014283479,0.014283479,0.014283479,0.01339011,0.01339011,0.01339011,0.94205817,0.94205817,0.94205817,3.72013802861312,13.8047726127135,130.746112147439,34870.898025,129399.71967,1225555.1565,0.043658351,0.043658351,0.043658351
"339",2013,"Super Absorbent Polymer (SAP)","Wheat",3828.5,4693.45,194.682510770742,58.2178452023089,3,3,"D652","77","China",NA,NA,2020,107.58,40.5,0.011677786,0.011677786,0.011677786,0.011622886,0.011622886,0.011622886,0.002204575,0.002204575,0.002204575,0,0,822.602380031695,0,0,18056.1001846,0.986117639,0.986117639,0.986117639
"340",2013,"Super Absorbent Polymer (SAP)","Wheat",3390.15,4268.05,NA,NA,1,1,"D652","77","China",NA,NA,2020,112.17,41.35,0.977746059,0.977746059,0.977746059,0.512903637,0.512903637,0.512903637,0.021257729,0.021257729,0.021257729,0,1.95655349004612,829.879322396632,0,414.1922369,175681.15293,0.000996211999999996,0.000996211999999996,0.000996211999999996
"341",2006,"Super Absorbent Polymer (SAP)","Maize",8472,9255.35,0,341.955600188095,3,3,"D652","78","China",NA,NA,2013,126.77,45.75,0.032712305,0.032712305,0.032712305,0.032586039,0.032586039,0.032586039,0.47547633,0.47547633,0.47547633,10.5253360822512,87.4164920731009,745.024196917981,49888.596053,414341.739525,3531308.73155,0.491811365,0.491811365,0.491811365
"342",2006,"Super Absorbent Polymer (SAP)","Maize",4475.7,4986.35,0,343.924751944375,4,4,"D652","79","China",NA,NA,2013,111.65,40.1,0.624047333,0.624047333,0.624047333,0.158439612,0.158439612,0.158439612,0.335809686,0.335809686,0.335809686,36.9549824028351,100.360931774806,607.739615319315,123547.18337,335524.728601,2031783.34322,0.040142981,0.040142981,0.040142981
"344",2006,"Super Absorbent Polymer (SAP)","Wheat",4531.7,4902.13333333333,0,331.661820735118,3,3,"D652","8","China",NA,NA,2013,113.504939,34.138869,0.006385081,0.006385081,0.006385081,0.005133075,0.005133075,0.005133075,0.660257554,0.660257554,0.660257554,16.6561686733508,67.5235424048313,422.617348896653,109338.414742,443254.22185,2774246.09927,0.333357365,0.333357365,0.333357365
"345",2001,"Super Absorbent Polymer (SAP)","Maize",7234.62,8915.865,0,500.011384498965,8,8,"D652","80","China",NA,NA,2008,109.273107,36.722335,0.878487149,0.878487149,0.878487149,0.028376631,0.028376631,0.028376631,0.120609255,0.120609255,0.120609255,41.165206451627,176.246044629728,787.370966509795,49390.2151876,211460.862718,944691.5203519,0.000903596000000007,0.000903596000000007,0.000903596000000007
"346",2001,"Super Absorbent Polymer (SAP)","Maize",7234.62,8915.865,0,500.011384498965,8,8,"D652","80","China",NA,NA,2008,109.37,36.75,0.911865616,0.911865616,0.911865616,0.024064326,0.024064326,0.024064326,0.073411977,0.073411977,0.073411977,35.1310841152474,110.85352884619,825.831558131178,25656.36396892,80956.7525439,603107.918985,0.014722407,0.014722407,0.014722407
"347",2007,"Super Absorbent Polymer (SAP)","Maize",9407.8,9320.5,524.644374791153,173.704490442821,3,3,"D652","82","China",NA,NA,2014,114.55,33.72,0.003860534,0.003860534,0.003860534,0.00369526,0.00369526,0.00369526,0.90169863,0.90169863,0.90169863,9.49941965080089,27.3088874390547,201.362712320212,85153.1450336,244797.8653736,1805022.714742,0.0944408360000001,0.0944408360000001,0.0944408360000001
"348",2006,"Super Absorbent Polymer (SAP)","Maize",9464.92,9795.53,449.804765648386,739.223571188041,2,2,"D652","83","China",NA,NA,2013,113.96,35.12,0.006831631,0.006831631,0.006831631,0.006522287,0.006522287,0.006522287,0.893089943,0.893089943,0.893089943,5.17218392010201,22.0725542137482,190.906728485183,45936.37366554,196035.77788,1695524.16357,0.100078426,0.100078426,0.100078426
"349",2006,"Super Absorbent Polymer (SAP)","Maize",8531.39,8874.45,437.34554416388,630.866528039014,2,2,"D652","83","China",NA,NA,2013,113.974814,35.123155,0.007046394,0.007046394,0.007046394,0.0067214,0.0067214,0.0067214,0.902980002,0.902980002,0.902980002,1.43972055335097,15.8921480947403,165.030276837848,12928.1058151,142705.035168,1481904.85764,0.089973604,0.089973604,0.089973604
"351",2007,"Super Absorbent Polymer (SAP)","Maize",10529.399,10778.828,529.688089402097,531.917224466782,10,10,"D652","85","China",NA,NA,2014,117.15,36.17,0.018123057,0.018123057,0.018123057,0.009227165,0.009227165,0.009227165,0.426683055,0.426683055,0.426683055,31.9387772388248,75.7032839234914,675.373350614561,135550.98245,321291.40179,2866343.959,0.555193888,0.555193888,0.555193888
"352",2008,"Super Absorbent Polymer (SAP)","Maize",8983.96,9982.17,NA,NA,1,1,"D652","86","China",NA,NA,2015,109.2533333,36.71916667,0.8784891,0.8784891,0.8784891,0.028549726,0.028549726,0.028549726,0.121039768,0.121039768,0.121039768,57.2330472348937,156.843814881836,770.852823063441,68914.586066,188856.38808,928187.57319,0.000471132000000041,0.000471132000000041,0.000471132000000041
"353",2008,"Super Absorbent Polymer (SAP)","Maize",9790,11430,NA,NA,1,1,"D652","86","China",NA,NA,2015,107.04,40.41,0.150270788,0.150270788,0.150270788,0.146240029,0.146240029,0.146240029,0.72309605,0.72309605,0.72309605,14.2481347982709,59.0386105061766,379.08102430523,102577.62243,425040.9182,2729145.3044281,0.126633162,0.126633162,0.126633162
"354",2001,"Super Absorbent Polymer (SAP)","Maize",7559.433,8625.4433,0,470.940628206737,6,6,"D652","87","China",NA,NA,2008,109.273107,36.722335,0.878487149,0.878487149,0.878487149,0.028376631,0.028376631,0.028376631,0.120609255,0.120609255,0.120609255,41.165206451627,176.246044629728,787.370966509795,49390.2151876,211460.862718,944691.5203519,0.000903596000000007,0.000903596000000007,0.000903596000000007
"355",2012,"Super Absorbent Polymer (SAP)","Maize",7899.97,9616.64,NA,NA,1,1,"D652","88","China",NA,NA,2019,122.033,44.21666,0.521607075,0.521607075,0.521607075,0.041512179,0.041512179,0.041512179,0.471554532,0.471554532,0.471554532,18.4484801428998,76.222362585684,714.468717823739,86691.242401,358176.460072,3357359.53992,0.006838393,0.006838393,0.006838393
"356",2000,"Super Absorbent Polymer (SAP)","Maize",6709.5,7773.75,0,906.864446871747,2,2,"D652","89","China",NA,NA,2006,109.25,36.5,0.920395846,0.920395846,0.920395846,0.605906563,0.605906563,0.605906563,0.079402294,0.079402294,0.079402294,7.37173285432936,38.6343887343831,856.670602007434,5822.509674,30515.0914446,676635.05531,0.000201859999999998,0.000201859999999998,0.000201859999999998
"357",2003,"Cover crops","Maize",9753.33333333333,9646.66666666667,306.648550189518,607.069463351051,3,3,"D473","9","USA",NA,NA,2010,-88.6711,37.435,0.915868534,0.915868534,0.915868534,0.711469628,0.711469628,0.711469628,0.081096817,0.081096817,0.081096817,20.4137795584713,83.6418706205845,593.68628702399,16471.4694023,67488.948273,479033.5608,0.00303464899999994,0.00303464899999994,0.00303464899999994
"358",2010,"Super Absorbent Polymer (SAP)","Wheat",7681.08,8541.635,1429.14109870229,1304.93285192508,4,4,"D652","9","China",NA,NA,2017,113.835933,34.563848,0.02413659,0.02413659,0.02413659,0.000758396,0.000758396,0.000758396,0.73745815,0.73745815,0.73745815,19.2251231616649,79.1130222050417,493.596942597106,140972.49096,580113.82886,3619409.3501,0.23840526,0.23840526,0.23840526
"359",2004,"Super Absorbent Polymer (SAP)","Maize",17921.2,15156.575,0,602.476452513568,4,4,"D652","90","China",NA,NA,2011,102.62,37.93,0.039352037,0.039352037,0.039352037,0.003501503,0.003501503,0.003501503,0.641735735,0.641735735,0.641735735,4.61365804209862,46.3460757535988,577.825956001332,29461.5401427,295953.1804941,3689836.23036,0.318912228,0.318912228,0.318912228
"360",2004,"Super Absorbent Polymer (SAP)","Maize",15566.2,16758.4,0,1593.75823971726,4,4,"D652","90","China",NA,NA,2011,103.0833333,38.61666667,0.139477591,0.139477591,0.139477591,0.026054512,0.026054512,0.026054512,0.739575425,0.739575425,0.739575425,14.2776048118285,59.4787343420124,378.554393976933,105090.6432964,437794.61169,2786358.448075,0.120946984,0.120946984,0.120946984
"361",2006,"Super Absorbent Polymer (SAP)","Maize",11956.6,16196.3,0,598.014264043927,4,4,"D652","91","China",NA,NA,2013,107.0386111,40.40888889,0.137161149,0.137161149,0.137161149,0.135848969,0.135848969,0.135848969,0.724152527,0.724152527,0.724152527,14.7970812258243,61.7596761542622,396.798719753206,106686.1115,445283.74183,2860896.133,0.138686324,0.138686324,0.138686324
"362",2006,"Super Absorbent Polymer (SAP)","Maize",2755.5,3105.6375,0,470.762382338479,4,4,"D652","92","China",NA,NA,2013,107.38,36.8,0.941876587,0.941876587,0.941876587,0.03942554,0.03942554,0.03942554,0.053271104,0.053271104,0.053271104,24.9183817508984,82.8453320871719,595.87670803943,13205.490597,43903.864417,315784.722445,0.004852309,0.004852309,0.004852309
"363",2008,"Super Absorbent Polymer (SAP)","Maize",7777.78,9118.77,NA,NA,1,1,"D652","93","China",NA,NA,2015,109.273107,36.722335,0.887676445,0.887676445,0.887676445,0.028850622,0.028850622,0.028850622,0.111378562,0.111378562,0.111378562,30.4424765231585,169.837895215453,761.414455307856,33729.629313,188176.847063,843631.3422647,0.000944993000000061,0.000944993000000061,0.000944993000000061
"364",2008,"Super Absorbent Polymer (SAP)","Maize",11950.2,15435.7,NA,NA,1,1,"D652","93","China",NA,NA,2015,107.04,40.41,0.150270788,0.150270788,0.150270788,0.146240029,0.146240029,0.146240029,0.72309605,0.72309605,0.72309605,14.2481347982709,59.0386105061766,379.08102430523,102577.62243,425040.9182,2729145.3044281,0.126633162,0.126633162,0.126633162
"365",2008,"Super Absorbent Polymer (SAP)","Oilcrops",5379.64,7124.39,NA,NA,1,1,"D652","93",NA,NA,NA,2015,107.048719,40.428047,0.148387856,0.148387856,0.148387856,0.142875489,0.142875489,0.142875489,0.74152848,0.74152848,0.74152848,9.08614216092535,60.0284515534033,383.395490445222,67082.39801,443186.1628081,2830584.0289281,0.110083664,0.110083664,0.110083664
"366",2008,"Super Absorbent Polymer (SAP)","Vegetables",47330.05,58657.95,30118.1526844692,25201.6392348791,2,2,"D652","93",NA,NA,NA,2015,109.273107,36.722335,0.887676445,0.887676445,0.887676445,0.028850622,0.028850622,0.028850622,0.111378562,0.111378562,0.111378562,30.4424765231585,169.837895215453,761.414455307856,33729.629313,188176.847063,843631.3422647,0.000944993000000061,0.000944993000000061,0.000944993000000061
"367",2006,"Super Absorbent Polymer (SAP)","Maize",9930.962677,8877.2531105,0,221.210273556595,2,2,"D652","94","China",NA,NA,2013,107.4666667,36.95,0.948397665,0.948397665,0.948397665,0.042435949,0.042435949,0.042435949,0.045300929,0.045300929,0.045300929,30.7821993037674,109.731383004071,606.556926646167,13872.6891724,49452.9112053,273358.496113,0.00630140600000006,0.00630140600000006,0.00630140600000006
"368",2000,"Super Absorbent Polymer (SAP)","Maize",7632.1,7809.66666666667,1717.85463645793,1910.22655375394,6,6,"D652","95","China",NA,NA,2005,106.62,36.14,0.616092628,0.616092628,0.616092628,0.02860134,0.02860134,0.02860134,0.37596167,0.37596167,0.37596167,34.2633974601916,126.857899756951,768.851696353796,128130.152589,474393.179248,2875169.78684263,0.00794570200000011,0.00794570200000011,0.00794570200000011
"369",2002,"Super Absorbent Polymer (SAP)","Maize",14280.3,16758.375,0,1593.73392044176,4,4,"D652","96","China",NA,NA,2009,103.25,38.6166,0.268021225,0.268021225,0.268021225,0.097925868,0.097925868,0.097925868,0.628732825,0.628732825,0.628732825,8.37281901200461,42.4149337993691,375.301172792054,52391.45226,265404.0384815,2348381.524701,0.10324595,0.10324595,0.10324595
"370",2006,"Super Absorbent Polymer (SAP)","Maize",11692.5,12197.5,271.122665965057,896.463886612283,6,6,"D652","97","China",NA,NA,2013,106.18,36.22,0.260825739,0.260825739,0.260825739,0.016723317,0.016723317,0.016723317,0.682453254,0.682453254,0.682453254,18.92808100882,66.400701635964,489.146536481684,128491.02141644,450753.24709344,3320512.949282,0.0567210069999999,0.0567210069999999,0.0567210069999999
