No.,DatasetID,Source,Country,Site/Region,Latitude,Longitude,Crop type,yield_control,yield_treatm,yield_measure,Treatment,QualityOfDataPoint,Coordinate_format
591,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,7674.72,9118.16,kg/ha,Straw return,,Degr-Min-Sec
592,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,9656.88,10005.8,kg/ha,Straw return,,Degr-Min-Sec
593,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,8998.1,10368.9,kg/ha,Straw return,,Degr-Min-Sec
594,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,9695.33,10489.9,kg/ha,Straw return,,Degr-Min-Sec
595,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,5117.24,7302.59,kg/ha,Straw return,,Degr-Min-Sec
596,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,4971.55,5850.14,kg/ha,Straw return,,Degr-Min-Sec
597,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,5375.58,6253.6,kg/ha,Straw return,,Degr-Min-Sec
598,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,6111.61,6455.33,kg/ha,Straw return,,Degr-Min-Sec
599,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,7138.68,5123.92,kg/ha,Straw return,,Degr-Min-Sec
600,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Maize,5636.97,4962.54,kg/ha,Straw return,,Degr-Min-Sec
601,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,7476.19,8283.75,kg/ha,Straw return,,Degr-Min-Sec
602,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,7071.43,7597.25,kg/ha,Straw return,,Degr-Min-Sec
603,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6571.43,7505.72,kg/ha,Straw return,,Degr-Min-Sec
604,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6738.1,6727.69,kg/ha,Straw return,,Degr-Min-Sec
605,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,4547.62,7025.17,kg/ha,Straw return,,Degr-Min-Sec
606,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,4142.86,6498.86,kg/ha,Straw return,,Degr-Min-Sec
607,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6261.9,7093.82,kg/ha,Straw return,,Degr-Min-Sec
608,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5666.67,6453.09,kg/ha,Straw return,,Degr-Min-Sec
609,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5214.29,6590.39,kg/ha,Straw return,,Degr-Min-Sec
610,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6523.81,7093.82,kg/ha,Straw return,,Degr-Min-Sec
611,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5142.86,6659.04,kg/ha,Straw return,,Degr-Min-Sec
612,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5404.76,6590.39,kg/ha,Straw return,,Degr-Min-Sec
613,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6428.57,6933.64,kg/ha,Straw return,,Degr-Min-Sec
614,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5119.05,5217.39,kg/ha,Straw return,,Degr-Min-Sec
615,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5000,5263.16,kg/ha,Straw return,,Degr-Min-Sec
616,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,6833.33,6887.87,kg/ha,Straw return,,Degr-Min-Sec
617,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5190.48,5469.11,kg/ha,Straw return,,Degr-Min-Sec
618,D331,Effects of straw returning combined with slow release fertilizer on soil nutrient and crop yield,,,36.57861111,114.8395278,Wheat,5833.33,5949.66,kg/ha,Straw return,,Degr-Min-Sec
619,D331,Zhang et al. (2010),,,43.30706,124.33539,Maize,6307.53,6631.8,kg/ha,Straw return,,Decimal
620,D331,Li et al. (2019),China,,37.13333333,111.5,Maize,6056,6431,kg/ha,Straw return,,Degr-Min-Sec
621,D331,Li et al. (2019),China,,37.13333333,111.5,Maize,6056,6944,kg/ha,Straw return,,Degr-Min-Sec
622,D331,Li et al. (2019),China,,37.13333333,111.5,Maize,4674,5508,kg/ha,Straw return,,Degr-Min-Sec
623,D331,Li et al. (2019),China,,37.13333333,111.5,Maize,4674,5352,kg/ha,Straw return,,Degr-Min-Sec
624,D331,Li et al. (2014),,,33.26477,116.5646,Maize,6134.92,6486.89,kg/ha,Straw return,,Decimal
625,D331,Li et al. (2014),,,33.26477,116.5646,Maize,9441.06,9502.05,kg/ha,Straw return,,Decimal
626,D331,Li et al. (2014),,,33.26477,116.5646,Maize,9547.59,9899.67,kg/ha,Straw return,,Decimal
627,D331,Li et al. (2014),,,33.26477,116.5646,Maize,9538.01,10122.8,kg/ha,Straw return,,Decimal
628,D331,Li et al. (2014),,,33.26477,116.5646,Maize,9819.28,10345.5,kg/ha,Straw return,,Decimal
629,D331,Li et al. (2014),,,33.26477,116.5646,Maize,9983.99,10452.5,kg/ha,Straw return,,Decimal
630,D331,Li et al. (2014),,,33.26477,116.5646,Wheat,7223.14,7049.59,kg/ha,Straw return,,Decimal
631,D331,Li et al. (2014),,,33.26477,116.5646,Wheat,7685.95,7570.25,kg/ha,Straw return,,Decimal
632,D331,Li et al. (2014),,,33.26477,116.5646,Wheat,7801.65,7801.65,kg/ha,Straw return,,Decimal
633,D331,Li et al. (2014),,,33.26477,116.5646,Wheat,7570.25,7917.36,kg/ha,Straw return,,Decimal
634,D331,Li et al. (2014),,,33.26477,116.5646,Wheat,7628.1,7859.5,kg/ha,Straw return,,Decimal
635,D331,Li et al. (2020),,,35.2,107.6666667,Maize,14405.33,15780.32,kg/ha,Straw return,,Degr-Min-Sec
636,D331,Li et al. (2020),,,35.2,107.6666667,Maize,11826.83,13269.26,kg/ha,Straw return,,Degr-Min-Sec
637,D331,Li et al. (2020),,,35.2,107.6666667,Maize,17091.96,17785.05,kg/ha,Straw return,,Degr-Min-Sec
638,D331,Yi et al. (2007),,,29.429972ï,111.139711,Maize,5998.5,6490.5,kg/ha,Straw return,,Decimal
639,D331,Yi et al. (2007),,,29.429972ï,111.139711,Maize,6583.5,6892.5,kg/ha,Straw return,,Decimal
640,D331,Yi et al. (2007),,,29.429972ï,111.139711,Maize,8173.5,8271,kg/ha,Straw return,,Decimal
641,D331,Yi et al. (2007),,,29.429972ï,111.139711,Maize,8239.5,8644.5,kg/ha,Straw return,,Decimal
642,D331,Lou et al. (2011),,,41.66666667,119.4666667,Maize,612,872,kg/ha,Straw return,,Degr-Min-Sec
643,D331,Lou et al. (2011),,,41.66666667,119.4666667,Maize,4028,5440,kg/ha,Straw return,,Degr-Min-Sec
644,D331,Zhao et al. (2009),,,35.56666667,106.6833333,Maize,2520,2760,kg/ha,Straw return,,Degr-Min-Sec
645,D331,Zhao et al. (2009),,,35.56666667,106.6833333,Maize,3390,3960,kg/ha,Straw return,,Degr-Min-Sec
646,D331,Zhao et al. (2009),,,35.56666667,106.6833333,Maize,3298.5,3186,kg/ha,Straw return,,Degr-Min-Sec
647,D331,Zhao et al. (2009),,,35.56666667,106.6833333,Maize,2988,2536.5,kg/ha,Straw return,,Degr-Min-Sec
648,D331,Cai et al. (2011),,,34.25,106.5,Maize,1948.34,2996.31,kg/ha,Straw return,,Degr-Min-Sec
649,D331,Liang et al. (2008),,,41.48,123.25,Maize,9913.28,10102.89,kg/ha,Straw return,,Decimal
650,D331,Liang et al. (2008),,,41.48,123.25,Maize,9983.62,10093.38,kg/ha,Straw return,,Decimal
651,D331,Liang et al. (2008),,,41.48,123.25,Maize,9964.76,10065.39,kg/ha,Straw return,,Decimal
652,D331,Lujiu (2001),China,,32.658297,115.595644,Maize,6030,5970,kg/ha,Straw return,,Decimal
653,D331,Lujiu (2001),China,,32.658297,115.595644,Wheat,5975,6900,kg/ha,Straw return,,Decimal
654,D331,Wu et al. (2002),,,42.78428,124.11206,Maize,4930,5940,kg/ha,Straw return,,Decimal
655,D331,Wu et al. (2002),,,42.78428,124.11206,Maize,3990,4590,kg/ha,Straw return,,Decimal
656,D331,Wu et al. (2002),,,42.78428,124.11206,Maize,4300,4700,kg/ha,Straw return,,Decimal
657,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,8700,8100,kg/ha,Straw return,,Degr-Min-Sec
658,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,7300,7900,kg/ha,Straw return,,Degr-Min-Sec
659,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,9900,11200,kg/ha,Straw return,,Degr-Min-Sec
660,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,8600,8900,kg/ha,Straw return,,Degr-Min-Sec
661,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,7600,8300,kg/ha,Straw return,,Degr-Min-Sec
662,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,8000,8800,kg/ha,Straw return,,Degr-Min-Sec
663,D331,Ding (2015),China,,34.06666667,108.0333333,Maize,7400,8400,kg/ha,Straw return,,Degr-Min-Sec
664,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,4400,4700,kg/ha,Straw return,,Degr-Min-Sec
665,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,6200,5800,kg/ha,Straw return,,Degr-Min-Sec
666,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,5900,7000,kg/ha,Straw return,,Degr-Min-Sec
667,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,6100,7900,kg/ha,Straw return,,Degr-Min-Sec
668,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,5800,7900,kg/ha,Straw return,,Degr-Min-Sec
669,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,3500,4200,kg/ha,Straw return,,Degr-Min-Sec
670,D331,Ding (2015),China,,34.06666667,108.0333333,Wheat,5800,6000,kg/ha,Straw return,,Degr-Min-Sec
671,D331,"Effects of amount of returned-straw on soil physical and chemical properties, crop yield in wheat-maize rotation system",,,37.16632,116.43432,Maize,8124.9,10241.9,kg/ha,Straw return,,Decimal
672,D331,"Effects of amount of returned-straw on soil physical and chemical properties, crop yield in wheat-maize rotation system",,,37.16632,116.43432,Wheat,7600.3,8600.4,kg/ha,Straw return,,Decimal
673,D331,"Effects of straw returning on soil water, biological traits and yield of maize in the eastern arid region of Gansu",China,,35.58066,104.6106,Maize,7552.1,8330.5,kg/ha,Straw return,,Decimal
674,D331,Effect of conservation tillage measures on soil physicochemical property and nutrient loss on slope farmland in Purple soil area,,,30.43333333,106.4333333,Maize,3245.6,4200.8,kg/ha,Straw return,,Degr-Min-Sec
675,D331,Effect of conservation tillage measures on soil physicochemical property and nutrient loss on slope farmland in Purple soil area,,,30.43333333,106.4333333,Wheat,1785.2,2303.4,kg/ha,Straw return,,Degr-Min-Sec
676,D331,Effects of different straw returning on soil properties and maize yield,,,41.48,123.25,Maize,11057,10781.1,kg/ha,Straw return,,Decimal
677,D331,Effect of straw returning on soil physicochemical properties and crop yield and nutrient,,,31.46402,104.741722,Maize,5887.5,6207,kg/ha,Straw return,,Decimal
678,D331,Effect of straw returning on soil physicochemical properties and crop yield and nutrient,,,31.46402,104.741722,Maize,5271,5530.5,kg/ha,Straw return,,Decimal
679,D331,Effect of straw returning on soil physicochemical properties and crop yield and nutrient,,,31.46402,104.741722,Wheat,7929,8359.5,kg/ha,Straw return,,Decimal
680,D331,Effect of straw returning on soil physicochemical properties and crop yield and nutrient,,,31.46402,104.741722,Wheat,8548.5,8809.5,kg/ha,Straw return,,Decimal
681,D331,Liu et al. (2013),,,41.1737,121.35705,Maize,9977.2,10590.1,kg/ha,Straw return,,Decimal
682,D331,Liu et al. (2013),,,41.1737,121.35705,Maize,9745.9,10681.9,kg/ha,Straw return,,Decimal
683,D331,Liu et al. (2013),,,41.1737,121.35705,Maize,11276.8,11470.1,kg/ha,Straw return,,Decimal
684,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,5733,6105,kg/ha,Straw return,,Degr-Min-Sec
685,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,8161,8648,kg/ha,Straw return,,Degr-Min-Sec
686,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,4572,5216,kg/ha,Straw return,,Degr-Min-Sec
687,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,2918,3922,kg/ha,Straw return,,Degr-Min-Sec
688,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,3960,4170,kg/ha,Straw return,,Degr-Min-Sec
689,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,5145,5830,kg/ha,Straw return,,Degr-Min-Sec
690,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,4099,5048,kg/ha,Straw return,,Degr-Min-Sec
691,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,5720,7304,kg/ha,Straw return,,Degr-Min-Sec
692,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,5104,6063,kg/ha,Straw return,,Degr-Min-Sec
693,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,6403,7015,kg/ha,Straw return,,Degr-Min-Sec
694,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,4690,6817,kg/ha,Straw return,,Degr-Min-Sec
695,D331,Liu et al. (2017),,,34.3,108.0666667,Maize,4090,5294,kg/ha,Straw return,,Degr-Min-Sec
696,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,4843,5005,kg/ha,Straw return,,Degr-Min-Sec
697,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,4952,4926,kg/ha,Straw return,,Degr-Min-Sec
698,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,4278,3860,kg/ha,Straw return,,Degr-Min-Sec
699,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,4437,3917,kg/ha,Straw return,,Degr-Min-Sec
700,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,3263,3719,kg/ha,Straw return,,Degr-Min-Sec
701,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,3130,2985,kg/ha,Straw return,,Degr-Min-Sec
702,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,3017,2979,kg/ha,Straw return,,Degr-Min-Sec
703,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,4034,3764,kg/ha,Straw return,,Degr-Min-Sec
704,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,2906,2835,kg/ha,Straw return,,Degr-Min-Sec
705,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,1120,1358,kg/ha,Straw return,,Degr-Min-Sec
706,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,1984,1978,kg/ha,Straw return,,Degr-Min-Sec
707,D331,Liu et al. (2017),,,34.3,108.0666667,Wheat,3745,3955,kg/ha,Straw return,,Degr-Min-Sec
708,D331,Liu et al. (2014),,,45.803775,126.534967ï,Maize,10000,8000,kg/ha,Straw return,,Decimal
709,D331,Lu (2015),,,40.20222222,118.3008333,Maize,12610,13120,kg/ha,Straw return,,Degr-Min-Sec
710,D331,Lyu et al. (2016),,,43.93791667,126.4673889,Maize,13339,14371.7,kg/ha,Straw return,,Degr-Min-Sec
711,D331,Lyu et al. (2016),,,43.93791667,126.4673889,Maize,12575,12836.4,kg/ha,Straw return,,Degr-Min-Sec
712,D331,Lyu et al. (2016),,,43.93791667,126.4673889,Maize,14006.9,12629.9,kg/ha,Straw return,,Degr-Min-Sec
713,D331,Mu et al. (2016),China,,34.95,113.15,Maize,8000,8500,kg/ha,Straw return,,Degr-Min-Sec
714,D331,Mu et al. (2016),China,,34.95,113.15,Maize,7670,8070,kg/ha,Straw return,,Degr-Min-Sec
715,D331,Mu et al. (2016),China,,34.95,113.15,Wheat,9150,9620,kg/ha,Straw return,,Degr-Min-Sec
716,D331,Mu et al. (2016),China,,34.95,113.15,Wheat,9220,9760,kg/ha,Straw return,,Degr-Min-Sec
717,D331,Mu et al. (2016),China,,34.95,113.15,Wheat,8860,9100,kg/ha,Straw return,,Degr-Min-Sec
718,D331,"Effects of returning to field of sweet corn straw on soil fertlizer, yield and benefit",,,22.78845,114.45639,Maize,13000.5,14439,kg/ha,Straw return,,Decimal
719,D331,"Effects of returning to field of sweet corn straw on soil fertlizer, yield and benefit",,,22.78845,114.45639,Maize,9262.5,10483.5,kg/ha,Straw return,,Decimal
720,D331,"Effects of returning to field of sweet corn straw on soil fertlizer, yield and benefit",,,22.78845,114.45639,Maize,9693,11379,kg/ha,Straw return,,Decimal
721,D331,"Effects of returning to field of sweet corn straw on soil fertlizer, yield and benefit",,,22.78845,114.45639,Maize,10096.5,10722,kg/ha,Straw return,,Decimal
722,D331,Qian et al. (2014),,,42.011796,121.648962,Maize,11285.2,11402.6,kg/ha,Straw return,,Decimal
723,D331,Tan et al. (2011),,,35,117,Maize,9308.85,8809.18,kg/ha,Straw return,,Degr-Min-Sec
724,D331,Tan et al. (2013),China,,34.78277778,117.1488889,Maize,9813.5,10038.6,kg/ha,Straw return,,Degr-Min-Sec
725,D331,"Effect of tillage practices on the growth,water and nitrogen use of summer maize",,,34.29388889,108.0672222,Maize,5363,5840,kg/ha,Straw return,,Degr-Min-Sec
726,D331,"Effect of tillage practices on the growth,water and nitrogen use of summer maize",,,34.29388889,108.0672222,Maize,4714,5030,kg/ha,Straw return,,Degr-Min-Sec
727,D331,"Effect of tillage practices on the growth,water and nitrogen use of summer maize",,,34.29388889,108.0672222,Maize,7881,8677,kg/ha,Straw return,,Degr-Min-Sec
728,D331,"Effect of tillage practices on the growth,water and nitrogen use of summer maize",,,34.29388889,108.0672222,Maize,6048,7620,kg/ha,Straw return,,Degr-Min-Sec
729,D331,Wang et al. (2012),China,,39.529244,116.713873,Maize,6939,7285.8,kg/ha,Straw return,,Decimal
730,D331,Wang et al. (2012),China,,39.529244,116.713873,Maize,5630.7,5830.7,kg/ha,Straw return,,Decimal
731,D331,Wang et al. (2012),China,,39.529244,116.713873,Maize,5764,6137.7,kg/ha,Straw return,,Decimal
732,D331,Wang et al. (2012),China,,39.529244,116.713873,Wheat,3824.4,4048.4,kg/ha,Straw return,,Decimal
733,D331,Wang et al. (2012),China,,39.529244,116.713873,Wheat,4071.5,4360.5,kg/ha,Straw return,,Decimal
734,D331,Wang et al. (2012),China,,39.529244,116.713873,Wheat,3794.4,4035.1,kg/ha,Straw return,,Decimal
735,D331,Wu et al. (2018),,,28.91666667,111.45,Maize,2238.81,2966.42,kg/ha,Straw return,,Degr-Min-Sec
736,D331,Wu et al. (2018),,,28.91666667,111.45,Maize,2873.13,3768.66,kg/ha,Straw return,,Degr-Min-Sec
737,D331,Wu et al. (2018),,,28.91666667,111.45,Maize,2667.91,3320.9,kg/ha,Straw return,,Degr-Min-Sec
738,D331,Bai et al. (2015),,,43.60644444,124.7469167,Maize,10353,10620,kg/ha,Straw return,,Degr-Min-Sec
739,D331,Bai et al. (2015),,,43.60644444,124.7469167,Maize,10026,10534,kg/ha,Straw return,,Degr-Min-Sec
740,D331,Bai et al. (2015),,,43.60644444,124.7469167,Maize,10527,10926,kg/ha,Straw return,,Degr-Min-Sec
741,D331,Yang (2013),,,40.8,120.7,Maize,11335,12124,kg/ha,Straw return,,Degr-Min-Sec
742,D331,Yang (2013),,,40.8,120.7,Maize,9977,10590,kg/ha,Straw return,,Degr-Min-Sec
743,D331,Yang (2013),,,40.8,120.7,Maize,9746,10682,kg/ha,Straw return,,Degr-Min-Sec
744,D331,Yang (2013),,,40.8,120.7,Maize,9496,9860,kg/ha,Straw return,,Degr-Min-Sec
745,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Maize,7690,8393,kg/ha,Straw return,,Degr-Min-Sec
746,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Maize,8739,8172,kg/ha,Straw return,,Degr-Min-Sec
747,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Maize,7330,7911,kg/ha,Straw return,,Degr-Min-Sec
748,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Maize,9988,11236,kg/ha,Straw return,,Degr-Min-Sec
749,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Maize,8668,8943,kg/ha,Straw return,,Degr-Min-Sec
750,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Wheat,4479,4730,kg/ha,Straw return,,Degr-Min-Sec
751,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Wheat,6240,5821,kg/ha,Straw return,,Degr-Min-Sec
752,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Wheat,5947,7080,kg/ha,Straw return,,Degr-Min-Sec
753,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Wheat,6163,7996,kg/ha,Straw return,,Degr-Min-Sec
754,D331,N budget of a cultivated land in wheat-maize rotation district on the Guanzhong Plain of Shaanxi province,China,,34.06666667,108.0333333,Wheat,5844,7996,kg/ha,Straw return,,Degr-Min-Sec
755,D331,Characteristics of nitrogen fertilizer fertilizer utilization and nitrate-N leaching in the Guanzhong area,China,,34.06666667,108.0333333,Maize,8739,8172,kg/ha,Straw return,,Degr-Min-Sec
756,D331,Characteristics of nitrogen fertilizer fertilizer utilization and nitrate-N leaching in the Guanzhong area,China,,34.06666667,108.0333333,Maize,7330,7911,kg/ha,Straw return,,Degr-Min-Sec
757,D331,Characteristics of nitrogen fertilizer fertilizer utilization and nitrate-N leaching in the Guanzhong area,China,,34.06666667,108.0333333,Wheat,4480,4729,kg/ha,Straw return,,Degr-Min-Sec
758,D331,Characteristics of nitrogen fertilizer fertilizer utilization and nitrate-N leaching in the Guanzhong area,China,,34.06666667,108.0333333,Wheat,6240,5821,kg/ha,Straw return,,Degr-Min-Sec
759,D331,Zhan et al. (2012),,,40.882377,122.685217,Maize,11504.3,11006.6,kg/ha,Straw return,,Decimal
760,D331,Zhan et al. (2012),,,40.882377,122.685217,Maize,11698.5,11674.4,kg/ha,Straw return,,Decimal
761,D331,Effects of different amounts of straw returning on corn yield and water use efficiency,,,42.29764,125.23149,Maize,8097.21,8479.93,kg/ha,Straw return,,Decimal
762,D331,Zhang et al. (2014),China,,26.75,111.8666667,Maize,1351,2461,kg/ha,Straw return,,Degr-Min-Sec
763,D331,Zhang et al. (2010),,,35.68333333,114.55,Maize,11581.66,12424.44,kg/ha,Straw return,,Degr-Min-Sec
764,D331,Zhang et al. (2010),,,35.68333333,114.55,Maize,12056.39,12550.04,kg/ha,Straw return,,Degr-Min-Sec
765,D331,Zhang et al. (2016),,,42.021619ï,121.670323ï,Maize,10140,14720,kg/ha,Straw return,,Decimal
766,D331,Zhang et al. (2016),,,42.021619ï,121.670323ï,Maize,10980,14100,kg/ha,Straw return,,Decimal
767,D331,Zhang et al. (2016),,,42.021619ï,121.670323ï,Maize,8536,12398,kg/ha,Straw return,,Decimal
768,D331,Zhang et al. (2016),,,42.021619ï,121.670323ï,Maize,8990,11998,kg/ha,Straw return,,Decimal
769,D331,Zhao et al. (2014),China,,37.88333333,115.7,Maize,8663,9598,kg/ha,Straw return,,Degr-Min-Sec
770,D331,Zhao et al. (2014),China,,37.88333333,115.7,Wheat,5685,6157,kg/ha,Straw return,,Degr-Min-Sec
771,D331,Xun et al. (2016),,,42.36666667,123.9333333,Maize,8794.1,8902.5,kg/ha,Straw return,,Degr-Min-Sec
772,D331,Xun et al. (2016),,,42.36666667,123.9333333,Maize,9993,10515,kg/ha,Straw return,,Degr-Min-Sec
773,D331,Zhao et al. (2015),,,34.95,113.15,Maize,7400,7800,kg/ha,Straw return,,Degr-Min-Sec
774,D331,Zhao et al. (2015),,,34.95,113.15,Maize,6700,7200,kg/ha,Straw return,,Degr-Min-Sec
775,D331,Zhao et al. (2015),,,34.95,113.15,Maize,6700,6800,kg/ha,Straw return,,Degr-Min-Sec
776,D331,Zhao et al. (2015),,,34.95,113.15,Maize,6200,6200,kg/ha,Straw return,,Degr-Min-Sec
777,D331,Zhao et al. (2015),,,34.95,113.15,Wheat,6800,7800,kg/ha,Straw return,,Degr-Min-Sec
778,D331,Zhao et al. (2015),,,34.95,113.15,Wheat,8000,8300,kg/ha,Straw return,,Degr-Min-Sec
779,D331,Zhao et al. (2015),,,34.95,113.15,Wheat,10700,11500,kg/ha,Straw return,,Degr-Min-Sec
780,D331,Zhao et al. (2015),,,34.95,113.15,Wheat,11300,12500,kg/ha,Straw return,,Degr-Min-Sec
781,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,8470.59,8470.59,kg/ha,Straw return,,Degr-Min-Sec
782,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,7352.94,7411.76,kg/ha,Straw return,,Degr-Min-Sec
783,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,7647.06,8117.65,kg/ha,Straw return,,Degr-Min-Sec
784,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,8934.91,7100.59,kg/ha,Straw return,,Degr-Min-Sec
785,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,9526.63,8816.57,kg/ha,Straw return,,Degr-Min-Sec
786,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,9763.31,9526.63,kg/ha,Straw return,,Degr-Min-Sec
787,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,1479.29,1775.15,kg/ha,Straw return,,Degr-Min-Sec
788,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,8647.06,8117.65,kg/ha,Straw return,,Degr-Min-Sec
789,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,8520.71,8994.08,kg/ha,Straw return,,Degr-Min-Sec
790,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,1882.35,2000,kg/ha,Straw return,,Degr-Min-Sec
791,D331,Tan et al. (2016),China,,36.9625,117.9868333,Wheat,2899.41,2603.55,kg/ha,Straw return,,Degr-Min-Sec
792,D331,Tan et al. (2016),China,,36.9625,117.9868333,Maize,3470.59,3705.88,kg/ha,Straw return,,Degr-Min-Sec
