Column1,ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference,longitude_new,latitude_new,country_new,falls_on_land,crop_type_grouped_small,crop_type_grouped_big
127,D331,129,42,4,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,2005,,107°51′,35°39′,,China,4,4,Maize,Straw return,9470,9960,630,540,kg/ha,,,,,NA,NA,,107.85,35.65,China,TRUE,Grains,Grains
128,D331,130,42,5,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,2005,,107°51′,35°39′,,China,4,4,Wheat,Straw return,4360,4890,200,100,kg/ha,,,,,NA,NA,,107.85,35.65,China,TRUE,Grains,Grains
129,D331,131,42,6,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,2005,,107°51′,35°39′,,China,4,4,Wheat,Straw return,4770,4550,60,150,kg/ha,,,,,NA,NA,,107.85,35.65,China,TRUE,Grains,Grains
130,D331,132,42,7,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,2005,,107°51′,35°39′,,China,4,4,Wheat,Straw return,1520,1280,210,180,kg/ha,,,,,NA,NA,,107.85,35.65,China,TRUE,Grains,Grains
131,D331,133,42,8,,Dynamics of crop yield and soil oxdizible organic carbon fraction within a maize-winter wheat-soy rotation under different tillage treatment in Longdong Loess Plateau,2005,,107°51′,35°39′,,China,4,4,Wheat,Straw return,1540,1410,210,200,kg/ha,,,,,NA,NA,,107.85,35.65,China,TRUE,Grains,Grains
110,D331,110,36,1,,Effect of annual straw return model on soil carbon sequestration and crop yields in winter wheat-summer maize rotation farmland,2019,,117°9′,36°9′,,China,3,3,Maize,Straw return,9257.65,10491.05,925.765,1049.105,kg/ha,,,,,NA,NA,,117.15,36.15,China,TRUE,Grains,Grains
111,D331,111,36,2,,Effect of annual straw return model on soil carbon sequestration and crop yields in winter wheat-summer maize rotation farmland,2019,,117°9′,36°9′,,China,3,3,Maize,Straw return,9505.57,10622.24,950.557,1062.224,kg/ha,,,,,NA,NA,,117.15,36.15,China,TRUE,Grains,Grains
112,D331,112,36,3,,Effect of annual straw return model on soil carbon sequestration and crop yields in winter wheat-summer maize rotation farmland,2019,,117°9′,36°9′,,China,3,3,Wheat,Straw return,8320.2,10340.8,832.02,1034.08,kg/ha,,,,,NA,NA,,117.15,36.15,China,TRUE,Grains,Grains
113,D331,113,36,4,,Effect of annual straw return model on soil carbon sequestration and crop yields in winter wheat-summer maize rotation farmland,2019,,117°9′,36°9′,,China,3,3,Wheat,Straw return,7186.2,7759.9,718.62,775.99,kg/ha,,,,,NA,NA,,117.15,36.15,China,TRUE,Grains,Grains
746,D331,766,218,1,,Effect of chemical fertilizer reduction on wheat yield nutrient uptake and loss of nitrogen and phosphorus from farmland,2021,,117°40′59″,31°39′43″,,China,3,3,Wheat,Straw return,1678.62,3690.73,167.862,369.073,kg/ha,,,,,NA,NA,,117.6830556,31.66194444,China,TRUE,Grains,Grains
357,D331,359,91,1,,Effect of conservation tillage measures on soil physicochemical property and nutrient loss on slope farmland in Purple soil area,2016,,106°26′,30°26′,,China,3,3,Maize,Straw return,3245.6,4200.8,324.56,420.08,kg/ha,,,,,NA,NA,,106.4333333,30.43333333,China,TRUE,Grains,Grains
358,D331,360,91,2,,Effect of conservation tillage measures on soil physicochemical property and nutrient loss on slope farmland in Purple soil area,2016,,106°26′,30°26′,,China,3,3,Wheat,Straw return,1785.2,2303.4,178.52,230.34,kg/ha,,,,,NA,NA,,106.4333333,30.43333333,China,TRUE,Grains,Grains
841,D331,897,264,1,,Effect of continuous total amount straw returning to field on soil properties and rice yield,2021,,119°28′55″,33°21′24″,,China,3,3,Rice,Straw return,9822,10009.5,198,274.5,kg/ha,,,,,NA,NA,,119.4819444,33.35666667,China,TRUE,Grains,Grains
842,D331,898,264,2,,Effect of continuous total amount straw returning to field on soil properties and rice yield,2021,,119°28′55″,33°21′24″,,China,3,3,Rice,Straw return,9079.5,9522,201,181.5,kg/ha,,,,,NA,NA,,119.4819444,33.35666667,China,TRUE,Grains,Grains
843,D331,899,264,3,,Effect of continuous total amount straw returning to field on soil properties and rice yield,2021,,119°28′55″,33°21′24″,,China,3,3,Rice,Straw return,9753,10309.5,186,294,kg/ha,,,,,NA,NA,,119.4819444,33.35666667,China,TRUE,Grains,Grains
844,D331,900,264,4,,Effect of continuous total amount straw returning to field on soil properties and rice yield,2021,,119°28′55″,33°21′24″,,China,3,3,Rice,Straw return,9276,9709.5,156,246,kg/ha,,,,,NA,NA,,119.4819444,33.35666667,China,TRUE,Grains,Grains
845,D331,901,264,5,,Effect of continuous total amount straw returning to field on soil properties and rice yield,2021,,119°28′55″,33°21′24″,,China,3,3,Rice,Straw return,9421.5,10065,157.5,190.5,kg/ha,,,,,NA,NA,,119.4819444,33.35666667,China,TRUE,Grains,Grains
405,D331,407,106,1,,Effect of crop residue incorporaton on soil moisture and nutrient and maize growth and yield of arid farmland,2021,,121.648962,42.011796,,China,3,3,Maize,Straw return,11285.2,11402.6,1128.52,1140.26,kg/ha,,,,,NA,NA,,121.648962,42.011796,China,TRUE,Grains,Grains
605,D331,607,158,1,,Effect of different fertilization management on nitrogen loss in black soils in Northeast China,2016,,125°24′,43°48′,,China,3,3,Maize,Straw return,8987,9281,224,403,kg/ha,,,,,NA,NA,,125.4,43.8,China,TRUE,Grains,Grains
364,D331,366,96,1,,Effect of different N application methods on yield N2O emission of maize,2013,,121.35705,41.1737,,China,3,3,Maize,Straw return,9977.2,10590.1,330.7,59.4,kg/ha,,,,,NA,NA,,121.35705,41.1737,China,TRUE,Grains,Grains
365,D331,367,96,2,,Effect of different N application methods on yield N2O emission of maize,2013,,121.35705,41.1737,,China,3,3,Maize,Straw return,9745.9,10681.9,304.8,334.8,kg/ha,,,,,NA,NA,,121.35705,41.1737,China,TRUE,Grains,Grains
366,D331,368,96,3,,Effect of different N application methods on yield N2O emission of maize,2013,,121.35705,41.1737,,China,3,3,Maize,Straw return,11276.8,11470.1,857.6,844,kg/ha,,,,,NA,NA,,121.35705,41.1737,China,TRUE,Grains,Grains
238,D331,240,60,1,,Effect of different straw treatments on soil water and growth of maize with film mulched double-furrow sowing in dry land,2014,,105.242061,35.210831,,China,3,3,Maize,Straw return,9289.8,9379.9,928.98,937.99,kg/ha,,,,,NA,NA,,105.242061,35.210831,China,TRUE,Grains,Grains
104,D331,104,32,1,,Effect of different tillage managements on carbon dioxide emission and content of activated carbon in black soil,2016,,126°8′53.26″,46°35′24.9″,,China,3,3,Maize,Straw return,11484.9,12757.3,474.7,522.3,kg/ha,,,,,NA,NA,,126.1481278,46.59025,China,TRUE,Grains,Grains
105,D331,105,32,2,,Effect of different tillage managements on carbon dioxide emission and content of activated carbon in black soil,2016,,126°8′53.26″,46°35′24.9″,,China,3,3,Maize,Straw return,12462.9,13782.7,1519.2,427.3,kg/ha,,,,,NA,NA,,126.1481278,46.59025,China,TRUE,Grains,Grains
464,D331,466,128,1,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,8470.59,8470.59,176.47,235.29,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
465,D331,467,128,2,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,7352.94,7411.76,176.47,117.65,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
466,D331,468,128,3,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,7647.06,8117.65,58.82,352.94,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
467,D331,469,128,4,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,8934.91,7100.59,355.03,473.37,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
468,D331,470,128,5,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,9526.63,8816.57,295.86,414.2,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
469,D331,471,128,6,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,9763.31,9526.63,295.89,59.17,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
470,D331,472,128,7,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,1479.29,1775.15,118.34,118.34,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
471,D331,473,128,8,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,8647.06,8117.65,176.47,117.64,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
472,D331,474,128,9,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,8520.71,8994.08,236.69,414.2,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
473,D331,475,128,10,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,1882.35,2000,117.65,235.29,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
474,D331,476,128,11,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Wheat,Straw return,2899.41,2603.55,236.68,236.69,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
475,D331,477,128,12,,Effect of farmland management on N2O and CH4 emission from winter wheat-summer maize rotation system in North China Plain,2016,,117°59.21′,36°57.75′,,China,3,3,Maize,Straw return,3470.59,3705.88,294.12,352.94,kg/ha,,,,,NA,NA,,117.9868333,36.9625,China,TRUE,Grains,Grains
121,D331,123,40,1,,Effect of fertilization regime on Soil N2O emission from upland field under wheat-maize rotation system,2016,,105°27′,31°16′,,China,3,3,Wheat,Straw return,2800,3400,190,290,kg/ha,,,,,NA,NA,,105.45,31.26666667,China,TRUE,Grains,Grains
122,D331,124,40,2,,Effect of fertilization regime on Soil N2O emission from upland field under wheat-maize rotation system,2016,,105°27′,31°16′,,China,3,3,Maize,Straw return,5600,7520,730,410,kg/ha,,,,,NA,NA,,105.45,31.26666667,China,TRUE,Grains,Grains
941,D331,1001,285,1,,Effect of fertilizer application on soil carbon loss in purple soil,2021,,105°27′,31°16′,,China,3,3,Maize,Straw return,8193.79,9156.87,65.39,1373.33,kg/ha,,,,,NA,NA,,105.45,31.26666667,China,TRUE,Grains,Grains
137,D331,139,46,1,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6611,6777,661.1,677.7,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
138,D331,140,46,2,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6537,6629,653.7,662.9,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
139,D331,141,46,3,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6228,6062,622.8,606.2,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
140,D331,142,46,4,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6896,6771,689.6,677.1,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
141,D331,143,46,5,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,4765,4950,476.5,495,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
142,D331,144,46,6,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6919,6964,691.9,696.4,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
143,D331,145,46,7,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6608,6596,660.8,659.6,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
144,D331,146,46,8,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,7035,7095,703.5,709.5,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
145,D331,147,46,9,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,7526,7680,752.6,768,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
146,D331,148,46,10,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,6818,6968,681.8,696.8,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
147,D331,149,46,11,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,8820,8513,882,851.3,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
148,D331,150,46,12,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,8591,8662,859.1,866.2,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
149,D331,151,46,13,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Maize,Straw return,9349,9581,934.9,958.1,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
150,D331,152,46,14,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,5325,5445,532.5,544.5,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
151,D331,153,46,15,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6926,6917,692.6,691.7,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
152,D331,154,46,16,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,7361,7403,736.1,740.3,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
153,D331,155,46,17,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6788,6615,678.8,661.5,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
154,D331,156,46,18,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,7058,6840,705.8,684,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
155,D331,157,46,19,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6491,6146,649.1,614.6,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
156,D331,158,46,20,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,7155,7339,715.5,733.9,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
157,D331,159,46,21,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6795,7155,679.5,715.5,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
158,D331,160,46,22,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6698,6773,669.8,677.3,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
159,D331,161,46,23,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6815,6884,681.5,688.4,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
160,D331,162,46,24,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6461,6510,646.1,651,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
161,D331,163,46,25,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,6338,6495,633.8,649.5,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
162,D331,164,46,26,,Effect of long term  application of potassium fertilizer and wheat straw to soil on yield of crops and soil potassium in fluvo aquic soil and brown soil of northcentral China,2008,,115.22,37.92,,China,4,4,Wheat,Straw return,5903,6093,590.3,609.3,kg/ha,,,,,NA,NA,,115.22,37.92,China,TRUE,Grains,Grains
92,D331,92,27,1,,Effect of long-term fertilization on photosynthetic property and yield of summer maize (Zea mays L.),2009,,115.670177,37.73892,,China,3,3,Maize,Straw return,2292,3847.5,229.2,384.75,kg/ha,,,,,NA,NA,,115.670177,37.73892,China,TRUE,Grains,Grains
93,D331,93,27,2,,Effect of long-term fertilization on photosynthetic property and yield of summer maize (Zea mays L.),2009,,115.670177,37.73892,,China,3,3,Maize,Straw return,6334.5,6499.5,633.45,649.95,kg/ha,,,,,NA,NA,,115.670177,37.73892,China,TRUE,Grains,Grains
94,D331,94,27,3,,Effect of long-term fertilization on photosynthetic property and yield of summer maize (Zea mays L.),2009,,115.670177,37.73892,,China,3,3,Maize,Straw return,1653,3339,165.3,333.9,kg/ha,,,,,NA,NA,,115.670177,37.73892,China,TRUE,Grains,Grains
95,D331,95,27,4,,Effect of long-term fertilization on photosynthetic property and yield of summer maize (Zea mays L.),2009,,115.670177,37.73892,,China,3,3,Maize,Straw return,6156,6331.5,615.6,633.15,kg/ha,,,,,NA,NA,,115.670177,37.73892,China,TRUE,Grains,Grains
957,D331,1018,294,1,,Effect of optimized fertilization and straw returning on thenitrogen/phosphorus utilization and runoff losses in dryland crops,2020,,118°37′21″,32°29′04″,,China,3,3,Wheat,Straw return,6431.62,6820.51,1405.99,538.46,kg/ha,,,,,NA,NA,,118.6225,32.48444444,China,TRUE,Grains,Grains
686,D331,695,187,1,,Effect of patterns of straw returning to field on methane and nitrous oxide emissions during rice-growing season in a rice-wheat double cropping system,2014,,120°25′57″,31°27′45″,,China,3,3,Rice,Straw return,10040,10540,1004,1054,kg/ha,,,,,NA,NA,,120.4325,31.4625,China,TRUE,Grains,Grains
421,D331,423,112,1,,Effect of potassium application and straw returning on spring maize yield nutrient absorption and soil potassium balance,2014,,124°44′48.9″,43°36′23.2″,,China,3,3,Maize,Straw return,10353,10620,1035.3,1062,kg/ha,,,,,NA,NA,,124.7469167,43.60644444,China,TRUE,Grains,Grains
422,D331,424,112,2,,Effect of potassium application and straw returning on spring maize yield nutrient absorption and soil potassium balance,2014,,124°44′48.9″,43°36′23.2″,,China,3,3,Maize,Straw return,10026,10534,1002.6,1053.4,kg/ha,,,,,NA,NA,,124.7469167,43.60644444,China,TRUE,Grains,Grains
423,D331,425,112,3,,Effect of potassium application and straw returning on spring maize yield nutrient absorption and soil potassium balance,2014,,124°44′48.9″,43°36′23.2″,,China,3,3,Maize,Straw return,10527,10926,1052.7,1092.6,kg/ha,,,,,NA,NA,,124.7469167,43.60644444,China,TRUE,Grains,Grains
337,D331,339,85,1,,Effect of returning corn straw into soil on soil fertiliy,2002,,124.11206,42.78428,,China,3,3,Maize,Straw return,4930,5940,493,594,kg/ha,,,,,NA,NA,,124.11206,42.78428,China,TRUE,Grains,Grains
338,D331,340,85,2,,Effect of returning corn straw into soil on soil fertiliy,2002,,124.11206,42.78428,,China,3,3,Maize,Straw return,3990,4590,399,459,kg/ha,,,,,NA,NA,,124.11206,42.78428,China,TRUE,Grains,Grains
339,D331,341,85,3,,Effect of returning corn straw into soil on soil fertiliy,2002,,124.11206,42.78428,,China,3,3,Maize,Straw return,4300,4700,430,470,kg/ha,,,,,NA,NA,,124.11206,42.78428,China,TRUE,Grains,Grains
951,D331,1011,290,1,,Effect of rice straw incorporation of later rice season on CH4 and  N2O emission and grain yield from following early rice field,2002,,113°12′06″,28°08′39″,,China,3,3,Rice,Straw return,5013,4087,501.3,408.7,kg/ha,,,,,NA,NA,,113.2016667,28.14416667,China,TRUE,Grains,Grains
51,D331,51,11,1,,Effect of straw incorporation on soil moisture evapotranspiration and rainfall-use efficiency of maize under dryland farming,2014,,110°17′,35°24′,,China,3,3,Maize,Straw return,7493.98,10457.8,749.398,1045.78,kg/ha,,,,,NA,NA,,110.2833333,35.4,China,TRUE,Grains,Grains
52,D331,52,11,2,,Effect of straw incorporation on soil moisture evapotranspiration and rainfall-use efficiency of maize under dryland farming,2014,,110°17′,35°24′,,China,3,3,Maize,Straw return,7186.75,8668.67,718.675,866.867,kg/ha,,,,,NA,NA,,110.2833333,35.4,China,TRUE,Grains,Grains
53,D331,53,11,3,,Effect of straw incorporation on soil moisture evapotranspiration and rainfall-use efficiency of maize under dryland farming,2014,,110°17′,35°24′,,China,3,3,Maize,Straw return,7060.24,7945.78,706.024,794.578,kg/ha,,,,,NA,NA,,110.2833333,35.4,China,TRUE,Grains,Grains
736,D331,755,216,1,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,4670,4730,467,473,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
737,D331,756,216,2,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,4600,4910,460,491,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
738,D331,757,216,3,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,5470,4780,547,478,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
739,D331,758,216,4,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,6870,6570,687,657,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
740,D331,759,216,5,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,5400,5250,540,525,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
741,D331,760,216,6,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,8080,7950,808,795,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
742,D331,761,216,7,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,4360,4050,436,405,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
743,D331,762,216,8,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,4470,5020,447,502,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
744,D331,763,216,9,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,4530,4660,453,466,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
745,D331,764,216,10,,Effect of straw mulching on soil ecological properties and crop production in a dryland winter wheat field,2019,,107°44′,35°12′,,China,3,3,Wheat,Straw return,5030,4870,503,487,kg/ha,,,,,NA,NA,,107.7333333,35.2,China,TRUE,Grains,Grains
391,D331,393,98,1,,Effect of straw return on maize yield components and soil fertility,2014,,126.534967 ,45.803775,,China,4,4,Maize,Straw return,10000,8000,1000,3000,kg/ha,,,,,NA,NA,,126.534967,45.803775,China,TRUE,Grains,Grains
971,D331,1032,300,1,,Effect of straw return on soil chemical properties and crop yield in rice-rape rotation,2022,,115°48′,29°27′,,China,3,3,Rice,Straw return,7130,7540,120,210,kg/ha,,,,,NA,NA,,115.8,29.45,China,TRUE,Grains,Grains
972,D331,1033,300,2,,Effect of straw return on soil chemical properties and crop yield in rice-rape rotation,2022,,115°48′,29°27′,,China,3,3,Rice,Straw return,7050,7340,80,90,kg/ha,,,,,NA,NA,,115.8,29.45,China,TRUE,Grains,Grains
973,D331,1034,300,3,,Effect of straw return on soil chemical properties and crop yield in rice-rape rotation,2022,,115°48′,29°27′,,China,3,3,Rice,Straw return,9020,9350,80,30,kg/ha,,,,,NA,NA,,115.8,29.45,China,TRUE,Grains,Grains
