ma_id,row_id,study_id,comparison_id,author_year,title,study_pubyear,harvest_year,longitude,latitude,region,country,control_replicates,treatment_replicates,crop_type,treatment,yield_control,yield_treatment,yield_SD_control,yield_SD_treatment,yield_unit,soil_type,temperature,precipitation,climate_zone,LRR,LRR_vi,reference
D652,1817,40,6,,,,,108.018031,34.317481,,China,3,3,Wheat,Super absorbent polymer,5974.87,7169.75,18.74021019,19.09245239,kg/ha,,,NA,,,,
D652,1818,40,7,,,,,108.018031,34.317481,,China,3,3,Wheat,Super absorbent polymer,5974.87,7198.1,18.74021019,19.1679461,kg/ha,,,NA,,,,
D652,1819,41,1,,,,,107.114345,37.181939,,China,3,3,Wheat,Super absorbent polymer,3334.47,3694.28,10.45858214,9.837562679,kg/ha,,,NA,,,,
D652,1820,42,1,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,7285.5,7558.5,22.85100786,20.12766155,kg/ha,,,NA,,,,
D652,1821,42,2,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,8146.5,7867.5,25.55153874,20.95050304,kg/ha,,,NA,,,,
D652,1822,42,3,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,7015.5,7767,22.00415148,1.378858656,kg/ha,,,NA,,,,
D652,1823,42,4,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,7248,8047.5,22.73338892,21.42982818,kg/ha,,,NA,,,,
D652,1824,42,5,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,6355.5,6717,19.93405812,17.88681652,kg/ha,,,NA,,,,
D652,1825,42,6,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,6711,7123.5,21.04908568,18.96929246,kg/ha,,,NA,,,,
D652,1826,42,7,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,8127,7845,25.49037689,20.8905874,kg/ha,,,NA,,,,
D652,1827,42,8,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,8250,7659,25.87616702,20.39528475,kg/ha,,,NA,,,,
D652,1828,42,9,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,8058,7906.5,25.27395804,21.05435682,kg/ha,,,NA,,,,
D652,1829,42,10,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,8593.5,7614,26.95355652,20.27545347,kg/ha,,,NA,,,,
D652,1830,42,11,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,4488,4255.5,14.07663486,11.33204521,kg/ha,,,NA,,,,
D652,1831,42,12,,,,,114.02,33.07,,China,3,3,Wheat,Super absorbent polymer,4431,3963,13.89785407,10.55314186,kg/ha,,,NA,,,,
D652,1832,43,1,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6604.65,6723.45,20.71551837,17.90399233,kg/ha,,,NA,,,,
D652,1833,43,2,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6604.65,6828.45,20.71551837,18.18359867,kg/ha,,,NA,,,,
D652,1834,43,3,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6604.65,7128.3,20.71551837,18.98207446,kg/ha,,,NA,,,,
D652,1835,43,4,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6604.65,6862.95,20.71551837,18.27546932,kg/ha,,,NA,,,,
D652,1836,44,1,,,,,108.002401,34.305574,,China,4,4,Wheat,Super absorbent polymer,8625,8875,27.05235643,23.63339237,kg/ha,,,325,,,,
D652,1837,44,2,,,,,108.002401,34.305574,,China,4,4,Wheat,Super absorbent polymer,8875,9500,27.8364827,25.29771578,kg/ha,,,325,,,,
D652,1838,45,1,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6699.75,7561.8,21.0138,20.13644918,kg/ha,,,NA,,,,
D652,1839,45,2,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6699.75,7432.5,21.0138,19.79213395,kg/ha,,,NA,,,,
D652,1840,45,3,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6699.75,8026.65,21.0138,21.37430635,kg/ha,,,NA,,,,
D652,1841,45,4,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,6699.75,8129.1,21.0138,21.64712225,kg/ha,,,NA,,,,
D652,1842,45,5,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,7427.4,7674.45,23.29607793,20.43642683,kg/ha,,,NA,,,,
D652,1843,45,6,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,7427.4,7609.5,23.29607793,20.26347034,kg/ha,,,NA,,,,
D652,1844,45,7,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,7427.4,8257.2,23.29607793,21.98824197,kg/ha,,,NA,,,,
D652,1845,45,8,,,,,118.177675,6.967232,,China,3,3,Wheat,Super absorbent polymer,7427.4,8295.45,23.29607793,22.09009857,kg/ha,,,NA,,,,
D652,1846,46,1,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,10591.6,30.69822995,28.20455647,kg/ha,,,173.5528,,,,
D652,1847,46,2,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,10721.2,30.69822995,28.54967057,kg/ha,,,173.5528,,,,
D652,1848,46,3,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,10306,30.69822995,27.44402725,kg/ha,,,173.5528,,,,
D652,1849,46,4,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,12178.8,30.69822995,32.43113905,kg/ha,,,173.5528,,,,
D652,1850,46,5,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,12818.2,30.69822995,34.13380846,kg/ha,,,173.5528,,,,
D652,1851,46,6,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,10922.6,30.69822995,29.08598215,kg/ha,,,173.5528,,,,
D652,1852,46,7,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,11848.3,30.69822995,31.55104483,kg/ha,,,173.5528,,,,
D652,1853,46,8,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,12679,30.69822995,33.76313036,kg/ha,,,173.5528,,,,
D652,1854,46,9,,,,,115.533,37.6,,China,3,3,Wheat,Super absorbent polymer,9787.4,10480.49,30.69822995,27.90867971,kg/ha,,,173.5528,,,,
D652,1855,47,1,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,2800,8.101592656,7.456168862,kg/ha,,,196,,,,
D652,1856,47,2,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,2935.5,8.101592656,7.816994176,kg/ha,,,196,,,,
D652,1857,47,3,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,3093,8.101592656,8.236403675,kg/ha,,,196,,,,
D652,1858,47,4,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,3169.5,8.101592656,8.440116859,kg/ha,,,196,,,,
D652,1859,47,5,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,2989.5,8.101592656,7.960791718,kg/ha,,,196,,,,
D652,1860,47,6,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2583,2973,8.101592656,7.91685358,kg/ha,,,196,,,,
D652,1861,47,7,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3061.5,8.661458815,8.152521775,kg/ha,,,196,,,,
D652,1862,47,8,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3207,8.661458815,8.539976264,kg/ha,,,196,,,,
D652,1863,47,9,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3310.5,8.661458815,8.81558822,kg/ha,,,196,,,,
D652,1864,47,10,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3240,8.661458815,8.62785254,kg/ha,,,196,,,,
D652,1865,47,11,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3196.5,8.661458815,8.512015631,kg/ha,,,196,,,,
D652,1866,47,12,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,2761.5,3078,8.661458815,8.196459913,kg/ha,,,196,,,,
D652,1867,47,13,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3388.5,9.593000828,9.023295781,kg/ha,,,196,,,,
D652,1868,47,14,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3544.5,9.593000828,9.438710903,kg/ha,,,196,,,,
D652,1869,47,15,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3594,9.593000828,9.570525317,kg/ha,,,196,,,,
D652,1870,47,16,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3570,9.593000828,9.506615298,kg/ha,,,196,,,,
D652,1871,47,17,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3601.5,9.593000828,9.590497198,kg/ha,,,196,,,,
D652,1872,47,18,,,,,113.504939,34.138869,,China,3,3,Wheat,Super absorbent polymer,3058.5,3621,9.593000828,9.642424088,kg/ha,,,196,,,,
D652,1873,48,1,,,,,120.366564,37.44765,,China,3,3,Wheat,Super absorbent polymer,9194.6,9981.7,28.83890973,26.58044312,kg/ha,,,NA,,,,
D652,1874,49,1,,,,,104.1,35.9,,China,3,3,Wheat,Super absorbent polymer,2329.5,2646.25,7.306488615,7.046745303,kg/ha,,,67.7,,,,
D652,1875,49,2,,,,,104.1,35.9,,China,3,3,Wheat,Super absorbent polymer,2329.5,2595.75,7.306488615,6.912267972,kg/ha,,,67.7,,,,
D652,1876,49,3,,,,,104.1,35.9,,China,3,3,Wheat,Super absorbent polymer,2329.5,2425.75,7.306488615,6.459572006,kg/ha,,,67.7,,,,
D652,1877,49,4,,,,,104.1,35.9,,China,3,3,Wheat,Super absorbent polymer,2329.5,2411.5,7.306488615,6.421625432,kg/ha,,,67.7,,,,
D652,1878,50,1,,,,,102.867,37.867,,China,3,3,Wheat,Super absorbent polymer,6566.72,6619.19,20.59655073,17.62635656,kg/ha,,,NA,,,,
D652,1879,51,1,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4252.1,4731.5,73.6,73.1,kg/ha,,,261.3,,,,
D652,1880,51,2,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4252.1,4759.3,73.6,71.9,kg/ha,,,261.3,,,,
D652,1881,51,3,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4446.7,4856.6,73.5,76.9,kg/ha,,,261.3,,,,
D652,1882,51,4,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4446.7,5009.5,73.5,87.1,kg/ha,,,261.3,,,,
D652,1883,51,5,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4530,5099.8,70.1,48.6,kg/ha,,,261.3,,,,
D652,1884,51,6,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4530,5106.7,70.1,72.1,kg/ha,,,261.3,,,,
D652,1885,51,7,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4363.3,4738.5,77.4,88.7,kg/ha,,,261.3,,,,
D652,1886,51,8,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4363.3,4780.2,77.4,38.7,kg/ha,,,261.3,,,,
D652,1887,52,1,,,,,104.606689,35.47625,,China,3,3,Wheat,Super absorbent polymer,333,397,1.044456196,1.057178228,kg/ha,,,111.9,,,,
D652,1888,52,2,,,,,104.606689,35.47625,,China,3,3,Wheat,Super absorbent polymer,378,388,1.185598925,1.033211971,kg/ha,,,111.9,,,,
D652,1889,52,3,,,,,104.606689,35.47625,,China,3,3,Wheat,Super absorbent polymer,352,403,1.104049793,1.073155733,kg/ha,,,111.9,,,,
D652,1890,52,4,,,,,104.606689,35.47625,,China,3,3,Wheat,Super absorbent polymer,386,387,1.210690966,1.829424289,kg/ha,,,111.9,,,,
D652,1891,1,1,,,,,114.518979,34.579356,,China,3,3,Wheat,Super absorbent polymer,4319.5,4691.7,13.54813375,12.4936098,kg/ha,,,277.1,,,,
D652,1892,53,1,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,3354,4944,10.51983808,13.16546388,kg/ha,,,219.4,,,,
D652,1893,53,2,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4532,5191,14.21464108,13.82320449,kg/ha,,,219.4,,,,
D652,1894,53,3,,,,,113.05,33.983333,,China,3,3,Wheat,Super absorbent polymer,4714,4862,14.78548501,12.94710464,kg/ha,,,219.4,,,,
D652,1895,54,1,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,3527,3946,11.06245346,10.50787226,kg/ha,,,153.7,,,,
D652,1896,54,2,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,3527,3975,11.06245346,10.58509687,kg/ha,,,153.7,,,,
D652,1897,54,3,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,3527,4394,11.06245346,11.70085928,kg/ha,,,153.7,,,,
D652,1898,54,4,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,3527,4403,11.06245346,11.72482553,kg/ha,,,153.7,,,,
D652,1899,54,5,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2615,2712,8.201960819,7.221832126,kg/ha,,,153.7,,,,
D652,1900,54,6,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2615,2861,8.201960819,7.618606826,kg/ha,,,153.7,,,,
D652,1901,54,7,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2615,2973,8.201960819,7.91685358,kg/ha,,,153.7,,,,
D652,1902,54,8,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2615,3009,8.201960819,8.012718609,kg/ha,,,153.7,,,,
D652,1903,55,1,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,5703,13.80375892,15.18661822,kg/ha,,,NA,,,,
D652,1904,55,2,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,5370,13.80375892,14.29986671,kg/ha,,,NA,,,,
D652,1905,55,3,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,5357,13.80375892,14.26524878,kg/ha,,,NA,,,,
D652,1906,55,4,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,5145,13.80375892,13.70071028,kg/ha,,,NA,,,,
D652,1907,55,5,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,4915,13.80375892,13.08823927,kg/ha,,,NA,,,,
D652,1908,55,6,,,,,118.098114,36.95915,,China,3,3,Wheat,Super absorbent polymer,4401,4640,13.80375892,12.35593697,kg/ha,,,NA,,,,
D652,1909,56,1,,,,,117.831757,37.700283,,China,3,3,Wheat,Super absorbent polymer,6000.3,7198.5,18.81997151,19.16901127,kg/ha,,,35,,,,
D652,1910,56,2,,,,,117.831757,37.700283,,China,3,3,Wheat,Super absorbent polymer,6000.3,7240.65,18.81997151,19.28125324,kg/ha,,,35,,,,
D652,1911,57,1,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2614.5,2712,8.200392567,7.221832126,kg/ha,,,NA,,,,
D652,1912,57,2,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2614.5,2860.5,8.200392567,7.617275367,kg/ha,,,NA,,,,
D652,1913,57,3,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2614.5,2980.5,8.200392567,7.936825461,kg/ha,,,NA,,,,
D652,1914,57,4,,,,,107.554041,35.07419,,China,3,3,Wheat,Super absorbent polymer,2614.5,3008.9,8.200392567,8.012452317,kg/ha,,,NA,,,,
D652,1915,58,1,,,,,117.1166,36.05,,China,4,4,Wheat,Super absorbent polymer,4350.2,5128.1,13.64442446,13.65570698,kg/ha,,,95.9,,,,
D652,1916,59,1,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,4302.45,4440.45,13.49465634,11.82455179,kg/ha,,,118,,,,
D652,1917,59,2,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,5787.45,4763.55,18.1523664,12.68494042,kg/ha,,,118,,,,
D652,1918,59,3,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,5787.45,5638.05,18.1523664,15.01366173,kg/ha,,,118,,,,
D652,1919,59,4,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,5787.45,5976.45,18.1523664,15.914793,kg/ha,,,118,,,,
D652,1920,1,1,,,,,114.518979,34.579356,,China,3,3,Wheat,Super absorbent polymer,4319.5,4691.7,102.3,89.6,kg/ha,,,277.7,,,,
D652,1921,60,1,,,,,108.134448,34.267063,,China,3,3,Wheat,Super absorbent polymer,4912.5,5226,204,412.5,kg/ha,,,NA,,,,
D652,1922,14,1,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7141.6,21.87994588,19.01749126,kg/ha,,,79.4,,,,
D652,1923,14,2,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7607.6,21.87994588,20.2584108,kg/ha,,,79.4,,,,
D652,1924,14,3,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7096.4,21.87994588,18.8971274,kg/ha,,,79.4,,,,
D652,1925,14,4,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7651.7,21.87994588,20.37584546,kg/ha,,,79.4,,,,
D652,1926,14,5,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7179.8,21.87994588,19.11921471,kg/ha,,,79.4,,,,
D652,1927,14,6,,,,,115.533,38.0166,,China,3,3,Wheat,Super absorbent polymer,6975.9,7020.7,21.87994588,18.69554454,kg/ha,,,79.4,,,,
D652,1928,14,7,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7189.7,22.27985028,19.14557759,kg/ha,,,67.5,,,,
D652,1929,14,8,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7877.7,22.27985028,20.9776648,kg/ha,,,67.5,,,,
D652,1930,14,9,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7110.9,22.27985028,18.9357397,kg/ha,,,67.5,,,,
D652,1931,14,10,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7833.2,22.27985028,20.85916497,kg/ha,,,67.5,,,,
D652,1932,14,11,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7289.3,22.27985028,19.41080417,kg/ha,,,67.5,,,,
D652,1933,14,12,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,7103.4,7339.4,22.27985028,19.54421634,kg/ha,,,67.5,,,,
D652,1934,14,13,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,9237.6,28.92767283,24.59896624,kg/ha,,,66.5,,,,
D652,1935,14,14,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,8912.4,28.92767283,23.73298549,kg/ha,,,66.5,,,,
D652,1936,14,15,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,7247.7,28.92767283,19.30002681,kg/ha,,,66.5,,,,
D652,1937,14,16,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,9140.2,28.92767283,24.33959808,kg/ha,,,66.5,,,,
D652,1938,14,17,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,8899.8,28.92767283,23.69943273,kg/ha,,,66.5,,,,
D652,1939,14,18,,,,,114.483,38.2,,China,3,3,Wheat,Super absorbent polymer,9222.9,7349.6,28.92767283,19.57137809,kg/ha,,,66.5,,,,
D652,1940,61,1,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7060,7120,22.14372596,18.95997225,kg/ha,,,NA,,,,
D652,1941,61,2,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7060,7080,22.14372596,18.85345555,kg/ha,,,NA,,,,
D652,1942,61,3,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7060,7140,22.14372596,19.0132306,kg/ha,,,NA,,,,
D652,1943,61,4,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7540,7660,23.6492484,20.39794767,kg/ha,,,NA,,,,
D652,1944,61,5,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7540,7560,23.6492484,20.13165593,kg/ha,,,NA,,,,
D652,1945,61,6,,,,,117.15,36.166,,China,3,3,Wheat,Super absorbent polymer,7540,7740,23.6492484,20.61098107,kg/ha,,,NA,,,,
D652,1946,62,1,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,5614.3,6883.4,17.60928055,18.32992598,kg/ha,,,59.1,,,,
D652,1947,62,2,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,5614.3,6530.1,17.60928055,17.38911724,kg/ha,,,59.1,,,,
D652,1948,62,3,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,5614.3,6063.4,17.60928055,16.14633367,kg/ha,,,59.1,,,,
D652,1949,62,4,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,3233.4,4122.9,10.14157557,10.97894236,kg/ha,,,59.1,,,,
D652,1950,62,5,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,3233.4,4098.6,10.14157557,10.91423346,kg/ha,,,59.1,,,,
D652,1951,62,6,,,,,107.033,40.4,,China,3,3,Wheat,Super absorbent polymer,3233.4,4593.7,10.14157557,12.23264389,kg/ha,,,59.1,,,,
D652,1952,63,1,,,,,105.015855,34.671092,,China,3,3,Wheat,Super absorbent polymer,4880,5410,358,209,kg/ha,,,NA,,,,
D652,1953,64,1,,,,,116.92903,38.936,,China,3,3,Wheat,Super absorbent polymer,4933.5,5863.5,15.47394788,15.61401647,kg/ha,,,113.4,,,,
D652,1954,65,1,,,,,116.92903,38.936,,China,3,3,Wheat,Super absorbent polymer,3379.5,3975,10.59981896,10.58509687,kg/ha,,,46.6,,,,
D652,1955,65,2,,,,,116.92903,38.936,,China,3,3,Wheat,Super absorbent polymer,4933.5,4648.5,15.47394788,12.37857177,kg/ha,,,113.4,,,,
D652,1956,66,1,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,6550,19.86348676,17.4421093,kg/ha,,,NA,,,,
D652,1957,66,2,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,6862.5,19.86348676,18.274271,kg/ha,,,NA,,,,
D652,1958,66,3,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,6833.2,19.86348676,18.19624752,kg/ha,,,NA,,,,
D652,1959,66,4,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,6867,19.86348676,18.28625413,kg/ha,,,NA,,,,
D652,1960,66,5,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,6966.7,19.86348676,18.551747,kg/ha,,,NA,,,,
D652,1961,66,6,,,,,116.632717,33.223939,,China,3,3,Wheat,Super absorbent polymer,6333,7100.2,19.86348676,18.90724648,kg/ha,,,NA,,,,
D652,1962,67,1,,,,,112.90192,36.32256,,China,3,3,Wheat,Super absorbent polymer,1258.5,1492.5,3.94729166,3.974404295,kg/ha,,,NA,,,,
D652,1963,68,1,,,,,114.018602,33.589875,,China,3,3,Wheat,Super absorbent polymer,8029,8756.9,25.18299939,23.31890182,kg/ha,,,NA,,,,
D652,1964,69,1,,,,,113.835933,34.563848,,China,3,3,Wheat,Super absorbent polymer,6172.5,6865.5,19.36007769,18.28225976,kg/ha,,,NA,,,,
D652,1965,70,1,,,,,118.88611,34.6286111,,China,3,3,Wheat,Super absorbent polymer,5940,6234,18.63084025,16.60062739,kg/ha,,,NA,,,,
D652,1966,70,2,,,,,118.88611,34.6286111,,China,3,3,Wheat,Super absorbent polymer,5940,6261,18.63084025,16.67252616,kg/ha,,,NA,,,,
D652,1967,70,3,,,,,118.88611,34.6286111,,China,3,3,Wheat,Super absorbent polymer,5940,6681,18.63084025,17.79095149,kg/ha,,,NA,,,,
D652,1968,70,4,,,,,118.88611,34.6286111,,China,3,3,Wheat,Super absorbent polymer,5940,7001,18.63084025,18.64308507,kg/ha,,,NA,,,,
D652,1969,71,1,,,,,113.80761,35.168234,,China,3,3,Wheat,Super absorbent polymer,2340,2947.5,7.339421919,7.848949185,kg/ha,,,NA,,,,
D652,1970,71,2,,,,,113.80761,35.168234,,China,3,3,Wheat,Super absorbent polymer,3717.5,4225,11.65995768,11.25082623,kg/ha,,,NA,,,,
D652,1971,72,1,,,,,108.134448,34.267063,,China,3,3,Wheat,Super absorbent polymer,4989,5331,15.64802391,14.19601293,kg/ha,,,NA,,,,
D652,1972,73,1,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3685.86,12.34,10.09,kg/ha,,,NA,,,,
D652,1973,73,2,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,4711.77,12.34,14.33,kg/ha,,,NA,,,,
D652,1974,73,3,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,5358.45,12.34,16.09,kg/ha,,,NA,,,,
D652,1975,73,4,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3498.42,12.34,10.98,kg/ha,,,NA,,,,
D652,1976,73,5,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3467.46,12.34,13.33,kg/ha,,,NA,,,,
D652,1977,73,6,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3576.72,12.34,15.32,kg/ha,,,NA,,,,
D652,1978,73,7,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3939.69,12.34,16.54,kg/ha,,,NA,,,,
D652,1979,73,8,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3345.03,3524.25,12.34,10.34,kg/ha,,,NA,,,,
D652,1980,73,9,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,4359.69,13.43,12.11,kg/ha,,,NA,,,,
D652,1981,73,10,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,5166.69,13.43,14.53,kg/ha,,,NA,,,,
D652,1982,73,11,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,5832.33,13.43,17.45,kg/ha,,,NA,,,,
D652,1983,73,12,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,4302.99,13.43,16.76,kg/ha,,,NA,,,,
D652,1984,73,13,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,4296.35,13.43,14.33,kg/ha,,,NA,,,,
D652,1985,73,14,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,4190.43,13.43,15.67,kg/ha,,,NA,,,,
D652,1986,73,15,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,3600.12,13.43,10.09,kg/ha,,,NA,,,,
D652,1987,73,16,,,,,114.32,34.8,,China,3,3,Wheat,Super absorbent polymer,3951.99,3886.95,13.43,12.23,kg/ha,,,NA,,,,
D652,1988,74,1,,,,,120.41,36.03,,China,3,3,Wheat,Super absorbent polymer,6311.55,6642.3,19.79620872,17.68789658,kg/ha,,,NA,,,,
